@relation CBSB4SE_SUM-weka.filters.unsupervised.attribute.Remove-R1-10

@attribute INT-INT numeric
@attribute INT-FLOAT numeric
@attribute FLOAT-FLOAT numeric
@attribute BOOL-BOOL numeric
@attribute REF-REF numeric
@attribute REF-NULL numeric
@attribute VARVAR numeric
@attribute VAREXP numeric
@attribute VARMETHOD numeric
@attribute VARCONST numeric
@attribute VARARRAY numeric
@attribute EXPEXP numeric
@attribute EXPMETHOD numeric
@attribute EXPCONST numeric
@attribute EXPARRAY numeric
@attribute METHODMETHOD numeric
@attribute METHODCONST numeric
@attribute METHODARRAY numeric
@attribute CONSTCONST numeric
@attribute CONSTARRAY numeric
@attribute ARRAYARRAY numeric
@attribute NLp numeric
@attribute NNLp numeric
@attribute Nodes numeric
@attribute Edges numeric
@attribute CompCicl numeric
@attribute NPths numeric
@attribute PS numeric
@attribute NCtr numeric
@attribute NEl numeric
@attribute NCtt numeric
@attribute NVar numeric
@attribute NEx numeric
@attribute NMC numeric
@attribute NIC numeric
@attribute NIntC numeric
@attribute NEC numeric
@attribute NInt numeric
@attribute NFlt numeric
@attribute NNull numeric
@attribute NArr numeric
@attribute NStr numeric
@attribute NObj numeric
@attribute NLExp numeric
@attribute UPC numeric
@attribute Args numeric
@attribute Lob numeric
@attribute CLASS {RANDOM,GA}

@data
0.341295,89757,0.08457,1.036242,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.300286,71895,0.012393,1.251631,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.474006,75217,0.063744,1.233671,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.481418,75744,0.062091,1.325702,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,1.4,0,3.4,0,0,0,3.4,0,0,0,0,0,0,1.4,0,0,1.5,0,0,0,20,16,13,13,9.8,6.3,17,6.3,7.8,0,2.9,0,0,2.9,5.8,0,3.4,0,0,6.3,0,0,3,116,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,2,1,3,1,0,0,2,1,0,1,0,0,1,0,0,2,0,0,0,13,GA
0,0,0,6.904762,0,0,0,0.2,0,2.066667,0,0,0.2,0,0,0,13.226667,0,0,0,0,4,1,66,114,61,61,32.124762,18.034286,112.18286,42.200001,27.093333,2.340952,40.548573,0.095238,0,40.453333,28.527619,0,5.177143,27.813334,8.266666,57.125713,0,3,9,522,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,9,10,7,7,6,2.4,7.8,2.6,2.8,0.6,1.8,0,0.8,1,0,0,1.8,1.8,0,4.6,0,0,0,38,GA
0,0,0,7,0,0,0,1.033333,0,3.016667,0,0,0,0,0,0,10.3,0,0,0,0,3,0,46,60,35,35,28.95,17.05,62.366667,19.516667,20.466667,2.7,19.683333,1.766667,0,17.916667,25.933333,0,3.633333,4.733333,8.283333,29.433334,0,0,4,238,RANDOM
0,0,0,3.166667,0,1.75,0,0,0,1.75,0,0,0,0,0,0,3.166667,0,0,0,0,0,0,18,19,11,11,12.333333,5.916667,22.333333,6.583333,6.916667,1,7.833333,0,1,6.833333,7.333333,0,1.75,2.666667,0,10.583333,0,2,7,155,GA
0.124265,83532,0.166417,1.233934,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,7,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,82,GA
0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,4,5,2,4,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,22,GA
0,0,0,1.666667,0,0,0,0.5,0,1,0,0,0,0,0,0,2.333333,0,0,0,0,2,0,10,11,5,5,9.333334,3.833333,23.166666,4.333333,6,0,12.833333,0,3,9.833333,6.833333,0,0.666667,0,1.5,15.666666,0,0,1,63,GA
0,0,0,2.333333,1,1.777778,1,0,0,5.166666,0,0,0,0,0,0,4.733333,0,0,0,0,0,0,35,49,23,23,14.333333,10.9,25.799998,10.9,9.833333,0,5.066667,2.4,1.333333,0.333333,4.666667,0,7.566667,2.722222,0,12.566667,0,1,0,127,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,RANDOM
0.124265,83532,0.166417,1.233934,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,1.666667,2.8,1,0,0,2.8,2.166667,0,1.75,0,0,0,0,0,0,3,0,0,0,0,1,0,35,45,20,20,21.133333,9.966667,35.983333,9.083333,21.983333,0.25,4.666667,0,0,4.666667,16,10.6,0,0,0,9.133333,0,0,7,285,RANDOM
0,0,0,6.212121,0,1,0,0,0,2,0,0,0,0,0,0,6.212121,0,1.5,0,0,2,0,36,46,26,26,27.212121,10.530303,28.939394,11.212121,6.393939,0.818182,10.515152,4.393939,1.666667,4.454546,16.424242,0,2,0,0,9.69697,0,1,5,142,RANDOM
0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,6,9,6,6,3.666667,1.5,4.833334,1.333333,0,0.833333,2.666667,0,1.333333,1.333333,1.333333,0,0,0.666667,0,2,0,0,0,34,GA
0,0,0,0.25,0,5.375,0,0,0,5.375,0,0,1.142857,0,0,2.75,6.25,0,0,0,0,3,2,47,55,27,27,29.25,15.517857,49.214286,15.339286,15.839286,0,18.035714,9.107143,3,5.928572,22.107142,0,9.089286,0,0,18.017857,0,0,8,253,GA
0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1,0,13,16,7,7,10.2,3.6,16.2,3.2,1,1.4,10.6,0,1,9.6,4.4,0,0,1,0,9.4,0,1,1,107,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,RANDOM
0,0,0,3.750649,0,0,0,0,0,0,0,0,0,0,0,0,4.550649,0,0,0,0,2,1,31,55,30,30,19.933766,7.127273,26.244157,4.550649,5.264935,2.576623,13.851948,0,4.750649,9.101299,9.101299,0,0,0,0,14.566234,0,1,4,244,RANDOM
0,0,0,6,0.666667,4.666667,3.666667,0,3.333333,9.5,0,0,0.642857,0,0,0,5.404762,0,0,0,0,2,0,71,82,45,45,50.690477,23.119047,59.023809,16.190476,29.547619,0.571429,12.714286,6,2.214286,4.5,23.404762,0,7.166667,12.333333,0,27.880952,0,0,7,401,GA
0,0,0,8.666666,0,2,0,0,0,3,0,0,0,0,0,0,9.666667,0,0,0,0,0,0,44,52,26,26,29.222222,13.444444,66.999999,21.666667,24.666667,0.777778,19.888889,0,2,17.888889,27.666667,0,3.333333,15.666667,0,35.222222,0,1,3,265,GA
0,0,0,0,0,0,2.666667,0.666667,0.666667,2,0,0.5,0,2,0,0,1,0,0,0,0,1,0,26,26,17,17,20,9.5,30.333333,9.5,17.166667,0,3.666667,0,3.666667,0,25,0,0,0,0,3.666667,0,0,4,190,GA
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.666667,0,0,0,0,1,0,12,14,6,6,8.333333,3.666667,12.666666,4.333333,3.666667,0,4.666667,0,0,4.666667,5.333333,0,1,0.666667,0,5.666667,0,1,1,65,GA
0,0,0,1.764706,0,0,0,0,1.117647,3.835294,0,0,0.176471,0,0,0,2.541177,0,0,0,0,3,0,51,67,30,29,15.735294,8.270588,24.717648,9.517647,9.564706,0.6,5.035294,1.294118,0,3.741176,18.317647,0,0,5.2,0,5.035294,0,1,3,249,GA
0,0,0,0.8,0,0,0,0,0,0,0,0.5,0,1,0,0,1.6,0,0,0,0,4,1,21,29,16,16,18.5,6,19,5.9,4.6,2.9,5.6,0,0,5.6,6.6,0,0.8,3.9,0,7.9,0,0,3,160,GA
0.262934,81036,-0.011395,1.106706,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,RANDOM
0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,2,1.5,3,1.5,1.5,0,0,0,0,0,1.5,0,0,0,0,1.5,0,0,1,10,GA
0,0,0,11.483871,0,0,0,0.209677,0,1.612903,0,0,0,0,0,0,20.360215,0,0,0,0,5,0,100,159,65,65,34.473119,23.182796,109.91936,44.198924,22.215055,1,42.505377,7.548387,1.903226,33.053763,29.043012,0,7.903226,23.198926,5.096774,50.44086,0,1,1,668,GA
0,0,0,5.153846,0,0,0,0,0.153846,3.384615,0,0,0,0,0,0,1.923077,0,0.923077,0,0,0,0,20,31,13,13,8,6.384615,17.23077,8.769231,5.923077,0,2.538461,0,0.846154,0.076923,12.615385,0,0.153846,0,0,2.846154,0,1,0,98,GA
0,0,0,29.124264,0,1.534784,0.016393,0.252632,0,28.724363,0,0,0,0.02459,0,0,11.79059,0,1.429853,0,0,12,4,278,649,391,391,65.974916,47.772695,129.760743,52.431426,44.355723,5.534274,27.439322,0.155738,10.250575,17.03301,77.20662,0,5.663194,12.409551,0,34.079741,0,2,2,1457,RANDOM
0.481418,75744,0.062091,1.325702,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.300286,71895,0.012393,1.251631,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.474006,75217,0.063744,1.233671,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.546617,74883,-0.011654,0.995927,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,RANDOM
0,0,0,0.056604,0,0,0,0,0,0,0,0.283019,0.773585,0.264151,0,0,6.580189,0,0,0,0,1,0,41,94,57,57,14.801887,9.113207,65.773582,26.523584,13.839623,1.212264,24.198112,4.45283,4.396226,15.349056,14.216981,0,5.037736,15.655661,0,31.400944,1,1,3,427,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,2,1,6,3,0,0,3,0,2,1,2,0,0,2,0,2,0,0,0,23,RANDOM
0.26358,77661,0.107678,0.994334,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,1,0,8,10,4,4,6,3.25,9,3.25,1.25,0,4.5,2,0,2.5,6.5,0,0,0,0,2.5,0,1,1,67,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.666667,0,0,0,0,2,1,7,8,3,3,6.333334,2.666667,12,4.666666,2.666667,0,4.666666,0,1,3.666667,7.333334,0,0,0,0,4.666667,0,1,1,55,GA
0.055492,85220,0.097254,0.976168,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,7,6,4,4,3.25,2.25,13,6.25,2.75,0,4,0,2.25,1.75,5,0,0,4,0,4,0,1,1,76,GA
0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,6,6,12,4.5,9,4.5,4.5,0,0,0,0,0,0,0,4.5,0,0,4.5,0,0,11,78,GA
0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,8,10,4,4,6.5,3,18.5,4.75,3,0,10.75,0,0,10.75,4.5,0,0.75,1.75,0,11.5,0,0,0,79,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833333,0,0,0,0,0,0,22,33,16,16,10.7,3.6,9.433333,1.833333,1,1.766667,4.833333,0,0,4.833333,0,0,1.833333,1,0,5.833333,0,0,0,229,GA
0,0,0,10.769493,0,1.122807,0,0,0,1.45614,0,0,0,0,0,0,13.627193,0,0.55653,0,0,0,0,100,210,133,127,29.546783,17.970273,86.022905,37.422514,15.915692,2.330409,30.354289,0.578947,21.364522,6.612573,25.562866,0,4.436647,20.034601,0,34.798732,0,5,8,589,GA
0,0,0,0.771429,0,0,0,0,0,0,0,0,0,1,0,0,5.457143,0,0.171429,0,0,3,1,29,64,41,41,15.521429,7.6,48.057142,26.028572,5,0.971429,16.057143,0,0,16.057143,20.885714,0,3.685714,7.228571,0,17.285714,0,1,1,234,RANDOM
0,0,0,1.5,0,0,0,0,0,0,0,0,0.666667,0.666667,0,0,3.333333,0,2,0.333333,0,5,3,21,26,9,9,15.666666,7,24.333332,11.666666,4.666666,0,8,0,4.333334,3.666667,15.666667,0,0,0,0,8.333334,0,1,0,203,GA
0,0,0,8.433333,0,3,1.555556,0.6,0,8.133333,0,0,0.4,0,0,0,8.744444,0,0.888889,0.6,0,3,1,66,89,39,38,38.5,21.366667,78.644446,26.322222,29.622222,0.444444,22.255556,0,3.622222,18.033333,38.111111,0,6.877778,0.777778,3.5,26.055556,0,2,4,408,GA
0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,0,1.333333,0,0,0,0,1,0,7,7,3,3,5,1.666667,7,1.333333,1.333333,0.333333,4,0,1.333333,2.666667,2.666667,0,0,0,0,4,0,1,0,46,RANDOM
0,0,0,0,0,0,0,1,0,2,0,0,1.230769,0,0,0,8.153846,0,0,0,0,8,5,42,52,19,19,25.961538,12.384615,105.46154,25.76923,14.538462,0,65.153847,0,0,65.153847,34,0,3,9.692307,0,67.307693,0,0,1,489,GA
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,6,3,3,3.333333,1.666667,6.666666,3.333333,1.666667,0,1.666667,0,0,1.666667,3.333333,0,0,3.333333,0,1.666667,0,1,1,60,GA
0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,2.866667,0,1.6,0,0,0,0,20,27,13,13,13,8.466667,22.866667,11.066667,6.866667,0,4.933333,0,3.266667,0.666667,2,0,9.066667,0,0,10.8,0,0,4,123,GA
0,0,0,0.411765,0,0,0,0.666667,0,1,0,0,0,0,0,0.333333,1.078431,0,1.5,0,0,2,0,21,39,24,23,12.401961,5.872549,18.941176,6.823529,8.666667,1.294118,2.156863,0,0.823529,1.333333,11.156862,0,0,3.078431,0,3.078431,0,1,0,108,GA
0,0,0,9.184416,0,0,0,1.457576,0,6.266667,0,0,0,0,0,0,9.106493,0,0,1.2,0,4,0,57,77,41,41,36.217749,20.892207,72.608227,24.054545,25.22251,2.861472,20.469697,1.285714,6.781385,12.402597,37.368399,0,2.2,12.215584,4.724242,27.575758,0,1,7,428,RANDOM
0,0,1.589474,5.947369,0,0.947368,0.578947,0.4,0.105263,8.605263,0,0,0,0,0,0.4,2.842105,0,0.947368,0.8,0,3,1,53,77,29,29,21.578947,14.678947,51.178945,16.542105,23.226316,0,11.410526,0,5.48421,5.926316,23.484211,8.989474,1.947368,1,0,15.057895,0,2,7,455,GA
0,0,0,1.5,1,1.5,1,0,0,2.5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,15,16,9,9,7.5,5,13.833333,4.666667,6,0,3.166667,0.833333,1.166667,0.5,3,0,2.5,1,0,7.666667,0,1,0,51,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,GA
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,12,6,6,7.333333,4,20,4,6,0,10,0,8,2,8,0,0,0,0,12,0,2,1,106,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39,GA
0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,6,7.5,3,6,3,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,33,GA
0,82180,0.171667,0.985982,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.481418,75744,0.062091,1.325702,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.300286,71895,0.012393,1.251631,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0.474006,75217,0.063744,1.233671,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,6.314286,0,0,0,0,0,1,0,0,0,0,0,0,8.3,0,0,0,0,0,0,30,40,24,24,17.071429,11.485714,47.085714,17.1,9.5,2.185714,18.3,1.285714,6.8,10.214286,21.285714,0,1,6.014286,4.285714,19.5,0,1,0,229,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,4,5,3,3,3,1.666667,4.666666,2.333333,1,0,1.333333,0,1.333333,0,0,0,1.666667,0.666667,0,2.333334,0,0,1,34,GA
0,0,0,0.666667,0,0,0,0,0,1,0,0,0,1.333333,0,0,0.666667,0,0,0,0,1,0,9,9,5,5,6.833334,3,12.333334,5.333334,4,0,3,2.333333,0.666667,0,7,0,1,0,2.333333,3,0,0,1,47,GA
0,0,0,0.7,0,0,0,0,0,2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,16,25,15,13,9.366667,4.4,10.2,4,2.3,0.8,3.1,1.2,0,1.9,1.4,0,2.9,1.7,0,3.7,0,0,1,146,GA
0,0,0,1.5,0,1.666667,0,0,0,1.666667,0,0,0,0,0,0,1.5,0,0,0,0,1,0,8,7,5,5,5.666667,3.166667,7.833333,3.166667,3.166667,0,1.5,0,1.5,0,3,0,1.666667,0,0,3.166667,0,1,3,33,RANDOM
0,0,0,2.68,0,0,0,0,0,1,0,0,0,0,0,0,2.68,0,0,0,0,1,0,22,44,26,25,8.12,4.68,21.039999,4.12,3.48,1,12.44,6.64,2.28,3.52,5.36,0,1,0.88,0,13.24,0,1,0,113,RANDOM
0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,9,11,5,5,5,3,19.8,6.4,3.4,0,10,0,1.6,8.4,2.4,0,1.8,3.4,0,12.200001,0,0,0,57,GA
0,0,0,1,0,0,0.5,0,0,4.666667,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,25,37,20,20,17.5,8.666667,23.166667,10,7,2.166667,4,0,4,0,14.333334,0,0,2.666667,0,4,0,0,0,198,RANDOM
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,8,RANDOM
0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,6,6,4,4,3.25,2.25,8.25,2.75,2.25,0,3.25,0,0,3.25,4.5,0,0,0.5,0,3.25,0,0,0,20,RANDOM
0,0,0,2.352941,1,1.882353,1,0,2.470588,6.617647,0,0,0,0,0,0,8.926471,0,0,0,0,0,0,57,90,42,42,22.676471,19.014706,45.882355,16.544118,17.588236,0,11.75,5.25,5.147059,0.352941,9.647058,0,13.191176,4.088235,0,22.044117,0,1,0,239,GA
0,0,0,3.509317,1,2.217391,1,0,0.304348,5.73913,0,0,0,0,0,0,7.155279,0,0,0,0,0,0,45,66,30,30,18.496895,14.198757,33.26708,13.89441,11.565217,0,7.807453,4.285714,2.26087,0.26087,7.018634,0,9.689441,2.782609,0,15.559007,0,1,0,166,GA
0,0,0,1,0,0,0,0,0,1,0,0,0.923077,0,0,0,4.153846,0,0,0,0,1,0,22,33,15,15,10.076923,6.076923,21.307692,10.153846,6.076923,0,5.076923,0,0,5.076923,16.230769,0,0,5.076923,0,8.230769,0,0,6,149,GA
0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,1,0,11,13,7,7,7,3.8,15,6.6,2.8,0,5.6,0,2,3.6,4.6,0,2,1.8,0,6.6,0,1,0,76,RANDOM
0.055492,85220,0.097254,0.976168,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,5,3,3,3.333333,1.666667,6.666666,3.333333,1.666667,0,1.666667,0,0,1.666667,3.333333,0,0,3.333333,0,1.666667,0,1,0,18,GA
0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,1,0,13,21,12,12,8.4,3.9,12.3,4.9,3.1,0.8,3.5,1,0,2.5,2.6,0,2,2.4,0,5.5,0,0,2,64,RANDOM
0,0,0,1,0,0,0,0,1.8,1.6,0,0.2,0,1.171429,0,0,2.5,0,1.714286,0.714286,0,3,0,31,38,16,16,19.5,9.7,34.714286,11.1,13.485714,0,10.128571,0,0,10.128571,22.685714,0,0,6.428572,2,11.457143,0,3,9,196,GA
0,0,0,7.714286,0,8.28125,0,0.533333,0,14.614583,0,0,0,0,0,0.0625,22.651786,0,0.03125,0,0,3,0,118,167,69,69,57.45625,37.955953,155.809524,48.833036,59.614286,0.0625,47.299702,0,42.508036,4.791667,27.24881,0,24.566964,17.104167,2.2,93.49375,0,4,23,901,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10,4,4,5.5,3,9,3,3,0,3,0,0,3,0,0,3,0,0,6,0,0,0,101,GA
0,0,0,3.166667,0,1,0,0,0,2.5,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,13,14,7,7,7.333333,4.166667,10,4.166667,4.166667,0,1.666667,0,1.666667,0,6.333333,0,1,0,0,2.666667,0,1,1,63,GA
0,0,0,1,0,3,0,0,0,3,0,0,0,1.333333,0,0,3,0,0.666667,0,0,1,0,24,22,14,14,16.666667,8,21.333333,11.333333,6,0,4,2,0,2,10.333333,0,4,2,0,7,0,0,6,176,RANDOM
0,0,0,2.515789,0,0,0,0,0,0.315789,0,0,0.026316,0,0,0,11.763158,0,1.178947,0,0,1,0,91,279,191,190,23.857895,14.78421,80.84737,29.352633,0.368421,1.5,49.626316,0,0,49.626316,12.157894,0,9.678947,10.568421,2.221053,46.942104,0,1,0,449,GA
0,0,0,0.666667,0,0,0,0.333333,0,1,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,6,6,3,3,4.333334,2,8.333333,3,2,0,3.333333,0,2,1.333333,5,0,0,0.666667,2,3.333334,0,0,0,25,GA
0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,2,1.6,3.2,1.6,1.6,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,12,GA
0.491189,82930,0.055248,1.026492,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,4,4.75,1.75,2.75,1,1,0.75,0,0,0,0,0,0,1,1,0,1,0,0,1,28,GA
0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,1.8,0,0,0,0,0,0,32,35,18,18,21.5,7.8,17.4,6.8,5.8,2,2.8,0,0,2.8,2,0,4.8,0,0,7.6,0,1,5,224,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,2,1,4,1,2,0,1,0,1,0,1,0,1,0,0,2,0,0,0,17,GA
0,0,0,10.496031,0,2.738889,0,0,0,3.738889,0,0,0,0,0,0,23.023809,0,0.2,0,0,8,1,130,236,139,139,72.993254,34.776984,125.514685,38.613889,33.881745,7.814286,45.204762,4.366667,5.715079,35.123016,25.964285,0,13.855555,26.971825,0,66.279365,0,8,10,983,RANDOM
0,0,0,1,0,0,0,0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,9,9,10.6,4.8,11.4,1,6.6,1,2.8,0,0,2.8,2,0,0,0,0,8.4,0,0,1,229,RANDOM
0,0,0,9,0,6.344444,0.666667,0.5,0,12.494444,0,0,1.222222,0,0,0.4,9.166667,0,0,0,0,8,3,82,93,49,49,50.238889,25.794444,92.444446,23.827778,30.194445,1.344444,37.077778,1.788889,10.288889,25,34.544444,0,9.344444,3,0,47.211111,0,3,18,650,GA
0,0,0,5.688889,0,0,0,0,0,0,0,0,0,0,0,0.222222,7.822222,0,0.133333,0,0,2,1,47,90,45,45,15.2,8.888889,37.95556,8.244445,2.511111,0.711111,26.48889,0,4.2,22.288889,16.133333,0,0.222222,0.088889,0,20.800003,0,1,0,336,GA
0,0,0,3.333333,0,0,0,0,0,0.666667,0,0,0,0,0,0,2.666667,0,0,0,0,0,0,9,11,6,6,6.333333,3.333333,12,6,3.333333,0,2.666667,0,0,2.666667,6.666667,0,0,5.333333,0,2.666667,0,1,1,50,GA
0,0,0,7.916667,0,0,0,0,0,0,0,0,0,0,0,0,8.583333,0,0,0,0,5,1,23,26,11,11,20.583334,8.583333,40.333333,9.083333,7.333333,0,23.916666,0.666667,0.666667,22.583334,16.333333,0,0.666667,0,0,23.333333,0,3,2,139,GA
0,0,0,12.527778,0,0,9.472222,4.266667,0,10.305556,0,0,0,0,0,0,3.222222,0,0,0,0,0,0,75,98,46,46,41.649999,27.266666,68.800001,21.016666,38.516667,0,9.266667,4.266667,1.111111,0.666667,58.8,0,0,0,0,6.777778,0,1,7,472,GA
0,0,0,2.5,0,0,0,0,0,1,0,0,0.05,0,0,0,15.6,0,0,0,0,1,0,60,80,25,25,31.65,16.65,86.949999,33.05,16.65,0,37.25,0,0,37.25,7.35,0,13,19.15,0,50.25,0,2,1,323,RANDOM
