@relation 10PCK-weka.filters.unsupervised.attribute.Remove-R1-8

@attribute CBO numeric
@attribute WNC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute NOM numeric
@attribute NOPM numeric
@attribute NOSM numeric
@attribute NOF numeric
@attribute NOPF numeric
@attribute NOSF numeric
@attribute NOSI numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
9,36,1,2,24,11,11,4,0,3,0,0,0,184,RANDOM
2,8,1,2,7,0,4,1,0,3,0,1,1,109,RANDOM
4,2,3,0,0,1,2,1,0,0,0,0,0,48,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
2,24,1,0,5,208,24,24,0,10,0,1,0,125,GA
3,7,1,0,7,0,2,2,0,2,0,0,0,62,RANDOM
4,32,1,0,20,18,12,12,0,2,0,0,0,131,GA
8,11,1,0,16,3,3,3,0,0,0,0,0,103,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
2,3,1,0,10,3,3,2,2,0,0,0,2,86,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,1,0,0,0,2,2,0,1,0,0,0,59,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
5,28,1,0,15,70,17,14,10,5,0,3,19,205,GA
3,21,5,0,19,50,12,10,1,5,0,2,4,168,GA
16,28,1,0,24,0,27,25,0,1,0,0,2,157,GA
6,13,1,0,22,18,8,3,1,2,0,0,0,145,GA
1,9,1,0,7,28,9,5,0,4,0,0,0,612,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
8,21,1,0,15,19,11,11,3,5,0,1,3,149,GA
1,45,1,0,0,990,45,45,0,0,0,0,0,216,RANDOM
27,30,1,0,30,211,24,23,4,12,0,0,11,242,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,34,1,0,24,70,20,17,0,6,0,1,1,194,GA
1,9,1,0,3,16,9,9,0,3,0,0,1,52,GA
1,1,2,0,0,0,1,1,0,1,0,1,0,26,GA
0,4,1,0,0,2,4,2,0,2,0,0,0,37,RANDOM
3,18,2,0,9,11,11,11,0,2,0,0,0,77,GA
0,2,1,0,0,1,2,2,0,1,1,0,0,33,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
5,8,3,0,19,3,3,2,0,2,1,1,13,92,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
3,9,1,0,4,26,8,8,1,1,0,0,0,113,GA
23,46,1,1,1,903,46,46,0,23,1,0,0,440,RANDOM
12,41,1,0,44,79,22,19,1,10,0,1,4,289,GA
7,8,1,0,9,0,3,3,0,3,0,0,2,85,GA
1,3,1,0,0,0,3,3,0,2,0,0,0,47,GA
7,7,1,0,8,10,5,5,0,1,0,1,1,73,GA
8,33,1,0,17,110,21,21,3,10,0,1,0,300,GA
2,23,5,0,23,118,16,11,1,4,0,3,2,228,RANDOM
3,7,2,0,7,0,4,4,0,4,0,0,0,88,GA
2,3,5,0,4,0,2,1,0,2,0,1,3,41,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
8,25,1,0,15,19,11,11,3,5,0,1,6,164,GA
0,7,1,0,0,3,7,7,0,3,0,0,0,40,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
2,20,1,2,5,0,7,7,0,4,0,0,0,112,GA
2,5,1,0,4,0,5,4,0,1,0,0,0,57,GA
2,25,1,0,28,3,6,3,0,3,0,2,6,245,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
6,14,4,0,13,17,7,4,0,3,0,1,0,138,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,11,1,0,5,3,3,2,2,0,0,0,2,86,GA
0,6,1,0,0,9,6,6,0,3,0,0,0,31,GA
0,3,1,0,3,1,2,2,0,0,0,0,0,12,GA
3,8,2,2,7,8,5,1,0,1,0,0,0,95,GA
7,43,1,0,12,211,30,30,1,4,0,0,0,368,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
3,12,2,0,12,6,4,4,0,1,0,1,3,83,GA
9,28,3,0,33,24,9,5,1,8,6,7,6,235,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,1,0,4,0,2,2,0,1,0,0,0,40,GA
2,8,1,0,4,8,8,8,0,1,0,0,0,67,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,15,1,2,0,69,15,15,0,6,0,0,0,80,RANDOM
0,0,1,0,0,0,0,0,0,0,0,0,0,22,GA
3,4,1,0,0,6,4,4,0,0,0,0,0,41,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,7,1,0,8,1,3,2,2,2,0,2,2,37,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
8,30,3,0,23,0,17,17,0,3,0,1,2,218,RANDOM
7,60,1,0,27,634,41,41,3,20,0,1,0,606,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
18,49,1,0,57,93,22,22,0,2,0,0,33,288,GA
1,5,3,1,7,8,5,5,0,1,0,0,0,47,RANDOM
4,13,1,0,9,0,6,4,0,5,0,0,0,91,GA
1,21,1,0,14,3,10,10,0,1,0,0,0,80,GA
1,40,5,0,53,143,13,3,0,12,0,0,1,418,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
2,8,1,0,7,0,3,3,0,2,0,0,2,49,GA
7,21,2,0,5,0,17,17,0,3,3,0,3,130,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
3,2,1,0,1,0,2,2,0,2,0,0,0,83,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
5,3,4,1,1,1,3,2,0,1,0,0,0,82,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,1,2,0,0,0,1,1,0,0,0,0,0,11,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
5,12,1,0,14,0,2,2,0,1,0,0,1,85,RANDOM
5,18,1,0,25,6,4,2,2,3,1,1,8,97,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,9,1,0,2,10,8,8,0,2,0,0,0,71,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,19,3,0,11,15,6,4,2,5,0,4,5,120,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,13,1,0,6,39,11,10,5,21,18,20,2,88,GA
1,6,1,0,1,2,4,2,1,3,0,1,1,76,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
5,10,1,3,1,21,10,10,0,5,1,0,0,116,RANDOM
0,2,3,0,0,1,2,2,0,1,0,1,0,40,RANDOM
1,16,1,1,6,8,9,9,0,5,4,0,0,123,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
11,16,2,0,26,9,6,3,0,2,0,1,2,181,GA
5,9,2,0,2,30,9,9,0,3,0,0,0,71,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
6,26,3,0,24,10,5,5,0,7,5,3,4,98,RANDOM
0,2,2,0,9,0,1,1,0,1,0,0,1,35,GA
28,272,3,2,173,6555,115,99,0,3,0,3,11,1158,GA
12,31,1,0,23,13,7,1,0,11,11,11,6,147,GA
23,148,3,0,86,2050,67,34,7,33,0,3,50,822,RANDOM
1,27,1,0,26,10,9,8,1,3,0,0,0,167,GA
7,29,1,0,27,15,7,6,5,3,0,2,14,259,GA
7,6,1,0,7,4,4,3,0,2,0,0,1,59,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,2,2,0,1,0,2,2,0,2,0,0,0,18,GA
1,22,1,0,22,45,10,6,9,2,0,2,10,187,RANDOM
7,22,1,0,11,32,13,13,3,6,0,1,0,178,GA
0,2,1,0,0,1,2,2,0,1,0,0,0,32,GA
1,5,1,0,11,3,3,3,0,0,0,0,3,70,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,4,1,2,1,0,0,0,0,0,14,RANDOM
1,10,1,0,7,0,2,1,1,2,0,2,1,63,GA
0,5,1,0,4,6,5,5,0,2,0,0,0,63,GA
9,26,8,0,47,45,11,7,1,11,0,1,4,196,GA
2,10,1,0,5,6,8,7,1,5,0,0,0,48,RANDOM
0,12,1,0,4,4,5,4,4,6,0,6,0,113,GA
2,16,2,0,6,3,3,3,3,0,0,0,0,77,GA
4,5,1,0,4,0,5,5,0,2,0,0,0,58,GA
6,70,1,0,8,2196,68,68,1,33,0,1,0,366,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
3,6,3,0,10,10,5,5,0,0,0,0,0,67,RANDOM
0,3,1,0,4,3,3,3,3,5,5,5,1,25,GA
5,10,1,0,21,0,5,2,1,2,0,0,11,77,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
0,71,1,0,31,959,47,46,46,22,1,22,46,383,GA
5,91,1,0,46,297,30,27,0,12,0,6,0,334,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
2,23,1,0,16,53,11,11,11,5,0,5,10,159,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
21,55,6,0,90,225,22,18,0,10,0,1,11,365,RANDOM
2,11,1,0,10,0,7,6,0,3,0,0,2,49,GA
7,17,2,0,21,3,3,2,0,0,0,0,4,76,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,29,1,0,32,93,15,11,6,6,0,3,16,156,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
17,34,1,1,1,465,34,34,0,17,1,0,0,332,RANDOM
1,13,1,0,10,0,8,8,0,1,0,0,0,90,GA
3,43,2,0,39,72,17,14,1,10,0,0,1,223,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,0,3,0,0,0,0,0,0,0,0,0,0,4,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
22,17,1,0,8,104,15,15,1,4,0,0,2,141,RANDOM
2,2,6,0,7,1,1,1,0,0,0,0,2,45,GA
1,19,1,0,16,1,3,0,3,1,0,1,9,130,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
22,44,1,1,1,820,44,44,0,22,1,0,0,422,RANDOM
7,5,1,0,4,4,4,3,0,7,0,0,0,41,GA
11,19,1,0,7,0,19,16,0,5,0,1,1,133,GA
0,2,1,0,0,0,2,2,0,1,0,0,0,60,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
14,54,1,0,38,249,26,9,16,8,0,8,24,375,GA
4,4,2,0,7,1,3,3,0,3,0,0,0,78,RANDOM
2,24,1,0,24,22,8,5,3,3,0,1,11,189,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,10,1,0,2,8,8,7,1,3,2,2,3,35,GA
10,17,1,0,38,5,6,2,1,3,0,1,13,139,GA
7,56,2,0,36,0,21,20,0,2,0,0,10,348,RANDOM
8,30,1,0,16,0,16,13,0,10,0,0,1,183,RANDOM
5,17,2,0,15,45,11,11,0,5,0,0,0,120,GA
3,5,2,0,18,0,3,3,0,4,0,0,1,90,GA
96,480,64,0,248,12368,203,165,0,188,0,89,12,3172,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,14,1,1,3,91,14,14,0,0,0,0,0,120,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,14,1,0,39,28,8,2,0,2,0,2,8,172,GA
4,40,1,0,41,4,9,9,0,10,0,0,7,178,RANDOM
62,124,1,1,1,7260,124,124,0,62,1,0,0,1142,GA
0,2,1,0,5,0,1,1,1,0,0,0,0,31,GA
4,4,1,0,12,1,2,1,2,0,0,0,5,62,GA
2,13,1,0,9,13,7,3,4,3,0,0,1,62,GA
2,3,2,0,1,1,3,3,0,1,1,0,0,23,GA
10,12,2,0,7,22,8,8,0,3,0,0,0,141,GA
1,2,1,0,2,0,2,2,2,1,0,1,0,18,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,17,5,0,25,53,7,1,0,7,0,0,3,112,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,5,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,1,2,0,3,0,1,1,0,0,0,0,3,12,GA
1,11,1,0,6,2,8,3,0,4,0,0,0,95,GA
1,1,4,0,0,0,1,1,0,0,0,0,0,50,GA
4,8,1,0,12,0,1,1,1,1,0,1,5,99,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,11,2,1,7,36,9,9,0,0,0,0,0,98,GA
3,7,1,0,16,0,5,5,1,3,0,1,2,78,GA
15,62,12,0,103,190,23,7,0,25,0,4,8,682,GA
2,12,1,0,10,32,9,2,0,5,1,2,1,149,RANDOM
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
3,4,2,0,1,2,4,4,0,2,0,0,0,22,GA
1,25,1,0,4,0,9,0,0,9,0,0,2,234,GA
0,4,1,0,2,0,3,3,0,52,1,50,0,128,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
1,1,5,0,0,0,1,1,0,1,0,1,0,21,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,1,1,2,1,0,0,0,0,0,14,GA
0,18,2,0,6,0,13,13,0,4,0,1,0,163,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
4,6,1,0,11,1,3,3,0,1,0,0,2,48,GA
8,45,1,8,35,218,24,15,0,8,0,1,7,369,GA
17,59,1,0,52,93,18,4,0,14,0,10,11,480,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
4,26,1,0,28,57,15,14,1,12,0,2,2,217,GA
13,18,2,0,10,0,8,8,0,4,0,1,4,258,GA
5,6,1,0,6,0,5,5,0,3,0,1,0,49,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
89,56,5,0,48,251,26,5,0,13,0,1,2,495,GA
4,11,1,0,15,0,1,1,0,0,0,0,0,93,RANDOM
1,1,1,0,5,0,1,1,1,2,2,2,2,27,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
14,18,1,0,12,45,10,10,0,0,0,0,1,94,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
14,25,1,0,44,3,3,2,0,0,0,0,8,167,RANDOM
3,33,1,0,21,194,21,19,0,8,0,0,5,146,RANDOM
2,3,3,0,1,1,2,1,0,1,0,1,0,64,GA
6,28,1,0,13,145,19,17,0,4,0,0,0,126,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
14,13,1,0,18,0,3,3,0,3,0,0,1,91,GA
5,443,1,0,62,127,43,9,0,23,1,0,0,2065,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
12,24,1,4,1,210,24,24,0,12,1,0,0,242,RANDOM
4,9,1,0,9,1,2,2,1,0,0,0,1,66,GA
1,2,2,0,1,1,2,2,0,0,0,0,1,62,RANDOM
7,19,1,0,10,19,11,11,3,5,0,1,0,146,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,13,1,0,6,0,5,5,1,2,0,1,1,96,RANDOM
3,10,1,0,4,5,6,6,0,3,0,0,0,60,GA
1,4,2,1,2,3,3,3,0,0,0,0,0,58,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,1,1,0,1,0,1,1,0,0,0,0,0,25,GA
11,15,1,0,25,0,3,2,0,4,0,0,0,111,GA
1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
3,31,1,0,17,19,14,14,0,8,0,0,1,174,RANDOM
0,2,1,0,0,1,2,2,0,1,1,0,0,25,GA
2,12,1,0,4,8,8,7,1,13,10,10,1,99,GA
1,1,4,0,0,0,1,1,0,0,0,0,0,49,GA
2,12,1,0,3,0,3,2,0,2,0,0,0,66,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
11,84,21,0,68,683,34,23,3,39,0,1,9,583,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
6,12,1,2,1,36,12,12,0,6,1,0,0,134,GA
4,7,3,0,5,7,6,5,0,2,0,0,0,64,GA
7,15,2,0,47,15,7,5,0,1,0,0,2,223,RANDOM
6,14,6,0,45,30,6,3,1,5,0,0,5,191,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
11,23,1,0,14,8,12,11,0,12,0,2,3,212,GA
0,8,1,0,9,7,6,6,0,2,0,0,1,92,GA
2,6,2,0,7,0,2,2,0,3,0,1,0,53,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
3,3,2,0,5,1,2,1,0,0,0,0,0,18,GA
9,47,12,0,69,140,21,12,1,14,0,0,4,343,GA
4,6,2,0,3,1,2,2,0,1,0,1,0,26,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
3,4,1,0,6,0,4,4,0,2,0,0,0,26,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
30,60,1,1,1,1596,60,60,0,30,1,0,0,566,RANDOM
1,13,1,0,9,4,5,5,0,3,0,0,1,82,RANDOM
14,22,2,0,22,20,8,6,1,8,0,5,3,191,GA
2,17,1,0,16,14,9,9,0,4,0,1,2,129,GA
7,33,1,1,21,127,23,16,0,3,1,0,4,243,RANDOM
35,351,1,2,145,20510,205,201,0,11,0,1,5,1979,GA
4,4,1,0,13,0,1,1,1,0,0,0,4,66,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,38,2,0,18,22,12,12,7,11,1,6,1,187,GA
8,37,2,0,51,35,10,3,0,3,0,1,5,326,GA
3,2,2,2,0,1,2,2,0,1,1,0,0,10,GA
6,2,2,0,1,1,2,1,0,0,0,0,0,32,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,7,4,2,4,4,5,2,0,2,0,1,0,52,GA
20,40,1,1,1,666,40,40,0,20,1,0,0,386,RANDOM
1,10,1,0,9,6,4,4,1,1,0,1,1,139,GA
2,9,2,0,4,0,2,2,0,5,4,4,0,44,GA
16,47,2,0,42,186,20,13,0,3,2,2,11,205,RANDOM
3,2,1,0,1,0,2,2,0,1,0,0,0,22,GA
2,2,2,0,1,1,2,0,0,0,0,0,0,14,GA
6,13,1,0,41,0,5,5,0,2,1,1,6,172,GA
7,71,1,8,55,210,21,0,1,3,0,0,12,339,RANDOM
1,2,1,0,4,1,2,2,0,1,0,1,1,43,GA
9,23,2,0,22,95,15,9,0,7,0,3,1,161,GA
2,1,2,0,0,0,1,1,0,0,0,0,0,66,GA
9,18,2,0,18,3,3,1,0,0,0,0,11,74,GA
4,14,1,0,13,31,10,10,0,4,0,0,5,59,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
25,50,1,1,1,1081,50,50,0,25,1,0,0,476,GA
6,31,2,0,34,21,7,2,1,1,0,1,0,155,GA
1,19,1,0,0,171,19,19,1,1,0,1,0,202,GA
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
18,39,7,0,67,49,15,14,0,25,0,2,12,318,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,12,1,0,13,0,4,4,0,4,0,1,1,69,GA
1,7,1,0,1,0,4,4,0,2,0,0,1,44,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,2,0,8,1,2,2,1,0,0,0,4,16,GA
1,3,1,2,0,0,3,3,0,1,1,0,0,19,GA
3,6,1,0,0,13,6,6,0,1,0,0,0,47,GA
4,9,1,0,5,4,4,4,0,3,0,1,1,61,GA
0,2,1,0,0,0,2,1,0,1,0,0,0,48,RANDOM
1,5,4,0,7,3,3,2,0,1,0,0,2,29,GA
0,4,4,0,1,0,4,4,0,2,0,1,0,22,RANDOM
9,37,5,0,27,12,8,4,0,7,0,3,1,175,GA
0,0,1,0,0,0,0,0,0,5,5,3,0,10,GA
2,24,3,0,36,54,12,8,4,2,0,1,19,253,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,11,2,0,15,5,6,2,0,9,0,3,1,135,RANDOM
3,26,3,0,24,10,8,6,0,6,0,3,3,129,GA
3,1,1,0,0,0,1,1,0,0,0,0,0,23,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,6,1,0,13,1,2,2,0,0,0,0,0,46,GA
4,17,8,0,25,49,10,7,0,4,0,0,1,146,RANDOM
0,17,3,0,17,15,6,6,0,0,0,0,0,110,GA
3,2,1,0,7,0,2,1,0,2,0,1,2,31,GA
7,6,1,2,0,4,4,4,2,1,0,1,0,28,GA
6,17,1,0,18,3,3,2,2,7,0,7,13,126,GA
1,13,6,0,37,8,5,2,0,2,0,0,2,139,RANDOM
3,4,1,6,2,0,4,2,0,2,0,0,0,80,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
11,9,2,0,21,3,3,3,0,0,0,0,4,99,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
5,15,1,0,15,0,15,14,0,2,0,0,1,76,GA
3,38,6,0,36,100,17,16,0,16,0,3,7,250,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
2,3,4,0,2,0,1,1,1,0,0,0,0,27,RANDOM
4,6,3,1,4,15,6,6,0,0,0,0,0,77,GA
3,24,1,0,5,147,19,19,0,11,3,3,0,153,GA
4,36,2,0,27,1,14,13,0,9,3,3,4,264,GA
0,4,1,0,3,0,2,2,0,3,0,1,1,67,GA
3,176,1,0,7,14534,173,173,173,170,0,170,2,1102,GA
8,19,1,0,12,19,11,11,3,5,0,1,0,145,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,1,0,2,1,2,2,2,0,0,0,2,40,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,17,1,0,7,45,11,11,0,5,0,0,0,124,GA
12,23,2,0,19,149,9,9,0,4,0,0,0,225,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,0,2,1,0,0,0,0,0,0,0,0,0,28,GA
10,8,1,0,17,0,4,3,0,7,0,2,4,73,GA
1,2,1,0,0,0,2,2,0,1,0,0,0,12,GA
6,303,1,0,22,25,14,0,2,33,0,25,14,1373,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
3,93,9,2,86,328,24,14,0,17,0,6,10,420,GA
1,6,2,0,3,0,3,3,0,1,0,0,0,34,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,7,1,0,4,9,6,6,0,1,0,0,0,59,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
4,12,7,0,15,0,10,10,0,7,4,4,2,68,GA
0,15,4,0,2,103,15,15,0,1,0,0,1,107,RANDOM
2,2,2,0,1,0,2,2,0,1,0,0,0,15,RANDOM
9,21,1,0,9,90,17,17,0,6,0,0,0,112,GA
0,5,2,0,6,1,3,3,0,1,0,0,6,57,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
3,12,1,0,13,0,7,6,0,5,0,1,3,81,RANDOM
39,43,1,0,58,107,23,18,0,9,0,0,1,208,GA
0,1,1,0,0,0,1,1,0,1,0,0,0,10,GA
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
6,6,2,0,12,3,3,2,1,0,0,0,2,66,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
5,22,1,0,25,4,13,12,1,7,3,3,11,167,RANDOM
24,20,8,0,37,100,13,10,0,4,0,0,2,178,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
0,5,2,0,5,1,2,2,0,0,0,0,0,44,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,21,1,0,32,0,7,6,0,3,0,0,1,135,RANDOM
0,8,1,0,1,5,6,5,0,5,0,0,0,110,RANDOM
16,487,1,0,56,44,44,24,7,57,0,12,53,2475,RANDOM
