@relation 10PCK-weka.filters.unsupervised.attribute.Remove-R1-8

@attribute CBO numeric
@attribute WNC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute NOM numeric
@attribute NOPM numeric
@attribute NOSM numeric
@attribute NOF numeric
@attribute NOPF numeric
@attribute NOSF numeric
@attribute NOSI numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
2,8,2,0,5,28,8,8,0,0,0,0,2,32,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
4,13,2,0,13,46,12,11,0,6,0,0,2,59,RANDOM
0,4,3,0,0,6,4,4,0,0,0,0,0,23,RANDOM
5,5,2,0,20,0,1,0,0,10,0,10,1,110,GA
0,0,1,0,0,0,0,0,0,0,0,0,0,12,GA
5,9,1,0,16,26,9,8,8,6,6,6,6,164,RANDOM
12,29,1,0,47,29,11,8,0,7,0,3,5,267,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,2,1,2,0,1,2,2,0,1,1,0,0,12,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
2,2,2,0,1,1,2,1,0,0,0,0,0,14,GA
2,11,3,0,10,8,5,5,1,1,0,0,1,63,GA
12,70,1,0,60,66,12,6,1,2,0,1,10,285,GA
4,11,3,0,18,3,3,1,0,0,0,0,9,87,GA
1,12,1,0,11,0,9,9,0,3,0,0,0,69,GA
5,2,1,0,5,0,1,1,1,0,0,0,0,53,GA
0,7,1,0,0,7,7,7,0,3,0,0,0,35,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
2,7,1,0,8,0,5,4,1,2,0,2,4,47,GA
2,3,3,0,1,1,2,1,0,1,0,1,0,67,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
8,14,1,0,18,3,3,3,0,0,0,0,0,63,RANDOM
3,1,1,0,1,0,1,1,0,0,0,0,0,12,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,2,0,3,0,1,1,0,0,0,0,0,27,GA
5,10,1,0,35,9,4,2,0,1,0,0,0,79,GA
0,3,4,16,4,3,3,2,1,1,0,1,4,61,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
7,21,2,0,17,0,12,10,1,3,0,0,0,144,GA
2,1,1,0,0,0,1,1,0,0,0,0,0,6,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
8,103,1,0,59,188,24,16,0,15,0,1,11,611,GA
3,14,1,0,4,0,4,4,0,2,0,0,1,118,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
5,10,1,2,6,0,4,1,0,4,0,2,0,56,GA
18,34,2,0,20,198,14,11,0,3,0,0,1,180,GA
2,1,2,0,2,0,1,1,0,0,0,0,1,20,GA
5,31,1,0,13,152,25,25,0,6,0,0,1,289,GA
4,9,1,0,5,7,6,6,0,8,4,4,0,92,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
8,12,1,0,12,18,8,7,0,3,0,0,0,55,RANDOM
2,2,2,0,1,1,2,2,0,3,0,1,0,31,GA
1,3,1,0,2,1,2,1,1,0,0,0,0,54,RANDOM
0,1,1,1,1,0,1,1,1,0,0,0,1,46,RANDOM
6,4,2,0,2,0,2,2,0,2,1,1,0,43,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
5,139,1,0,66,2060,65,61,64,4,2,4,35,925,GA
16,44,27,0,92,111,17,3,1,19,0,9,23,473,GA
0,3,6,0,6,0,2,1,0,3,0,0,0,35,RANDOM
6,76,1,2,30,411,38,25,3,6,6,2,3,417,GA
14,28,7,0,51,0,15,14,0,10,0,0,13,285,GA
3,3,2,0,3,0,2,2,0,1,1,0,0,26,RANDOM
2,7,1,0,18,3,3,1,3,0,0,0,3,53,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
2,14,1,0,17,0,6,6,0,3,0,0,0,119,GA
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
2,5,1,0,2,0,5,3,0,2,0,0,0,32,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
9,8,3,0,13,8,5,1,0,1,0,0,0,103,GA
0,2,3,0,0,1,2,2,0,0,0,0,0,14,GA
0,9,1,0,0,28,9,9,0,5,0,0,0,163,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
4,2,2,0,11,1,2,1,0,0,0,0,0,57,RANDOM
0,2,1,0,0,0,2,1,0,1,0,0,0,40,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,GA
1,8,2,0,0,20,8,8,0,4,0,0,0,105,GA
2,7,2,0,6,6,4,4,0,0,0,0,0,73,GA
4,9,1,0,6,0,5,5,0,2,0,1,1,67,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,11,1,0,0,7,7,7,0,3,0,0,0,61,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
8,42,1,0,48,149,18,3,8,11,0,11,32,262,GA
2,28,1,0,18,21,11,0,0,7,0,0,0,138,GA
9,3,1,0,2,3,2,1,1,0,0,0,1,56,GA
11,43,1,0,46,151,17,14,16,5,0,5,22,359,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
0,4,1,0,8,0,1,1,0,1,0,1,2,44,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
13,92,1,0,46,231,31,30,0,8,0,0,1,381,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,9,1,0,0,0,4,4,0,1,0,0,0,62,GA
4,3,2,0,8,1,2,0,0,0,0,0,0,50,GA
1,4,4,0,0,2,4,4,0,2,0,0,0,46,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
0,3,1,0,0,3,3,0,3,30,1,30,0,50,GA
2,67,1,0,20,0,9,9,0,3,0,0,12,378,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
2,2,2,0,1,1,2,2,0,3,0,1,0,30,GA
5,59,1,0,45,729,39,37,0,11,0,3,12,241,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,1,1,0,0,0,1,1,1,0,0,0,0,19,GA
16,115,1,2,3,2099,67,67,0,28,0,0,0,663,GA
0,1,1,0,0,0,1,1,0,3,3,0,0,23,GA
1,5,6,0,18,1,2,2,0,5,0,0,0,83,GA
2,1,1,0,0,0,1,1,0,0,0,0,0,36,GA
0,1,1,3,0,0,1,1,0,0,0,0,0,15,RANDOM
6,6,1,0,13,1,2,2,0,1,0,1,2,49,GA
3,19,6,0,32,20,9,9,0,17,0,1,7,135,GA
3,41,1,0,45,0,4,4,0,2,0,1,28,187,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
152,304,1,1,1,45150,304,304,0,152,1,0,0,2762,GA
14,41,5,0,29,298,28,19,2,6,0,1,4,289,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
7,39,1,0,18,235,27,27,3,13,0,1,0,382,GA
3,17,2,1,17,0,5,4,0,4,0,1,0,110,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,3,0,0,1,2,1,0,0,0,0,0,14,GA
3,18,1,2,13,120,16,16,2,0,0,0,4,138,GA
10,15,3,3,24,0,9,8,0,4,0,1,1,117,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
5,39,2,0,48,99,18,16,0,10,0,2,9,294,GA
4,17,1,0,15,4,5,3,0,1,0,0,5,167,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
28,124,1,0,100,0,83,83,0,11,0,0,3,1366,RANDOM
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
4,10,1,0,10,0,4,3,0,2,0,0,3,74,GA
4,6,1,0,1,9,6,6,0,7,6,6,0,106,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,15,1,0,0,91,15,15,0,8,0,0,0,264,GA
19,91,8,2,75,611,38,26,0,21,2,8,0,494,RANDOM
2,4,1,0,7,0,4,4,0,2,0,0,0,28,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
3,13,6,0,28,35,7,2,0,5,0,1,4,103,GA
0,5,1,0,0,2,5,5,0,5,0,1,0,39,GA
5,36,5,0,32,195,18,13,1,3,0,0,5,202,RANDOM
6,9,2,3,21,21,7,1,0,0,0,0,1,126,GA
1,3,2,0,13,0,2,2,0,1,0,0,6,48,GA
11,9,1,0,11,0,4,4,0,2,0,0,1,86,RANDOM
2,7,1,0,12,10,4,2,1,0,0,0,6,126,GA
1,16,5,0,28,26,5,2,0,6,0,0,2,135,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
4,6,2,0,8,3,3,3,3,2,0,2,6,100,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,17,4,0,19,6,4,3,0,1,0,0,0,109,GA
0,10,5,1,3,36,9,9,0,1,0,1,0,68,RANDOM
8,16,1,0,9,10,9,9,3,4,0,1,0,114,RANDOM
2,18,7,0,37,40,8,5,2,16,0,1,9,274,GA
8,16,1,0,9,10,9,9,3,4,0,1,0,114,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,6,2,0,10,11,6,5,0,2,0,0,0,32,GA
0,7,1,0,0,15,7,7,0,4,0,0,0,135,GA
2,3,3,0,1,1,2,1,0,1,0,1,0,63,GA
8,18,2,0,2,153,18,18,0,0,0,0,0,91,GA
4,29,1,0,13,3,3,3,0,0,0,0,24,132,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
4,9,1,0,13,0,8,6,0,3,0,0,3,59,GA
11,55,1,0,47,3,3,3,0,0,0,0,0,245,GA
2,7,1,0,10,4,4,4,0,2,0,0,2,72,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
27,157,1,0,199,1601,65,62,2,42,0,2,35,903,GA
4,11,4,2,0,43,11,11,0,1,0,0,0,126,GA
1,2,4,0,0,1,2,2,0,1,0,1,0,35,GA
3,5,1,0,8,1,2,2,2,2,0,2,5,80,GA
2,11,1,0,8,0,6,6,0,2,0,0,0,82,RANDOM
3,98,1,0,79,2070,68,54,0,40,32,35,16,615,GA
12,9,2,0,6,11,3,1,1,3,0,0,1,73,RANDOM
4,11,2,1,8,30,9,8,0,1,0,0,0,180,GA
7,51,1,0,24,78,13,12,13,0,0,0,12,321,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,6,1,2,1,0,0,0,0,0,17,GA
1,4,1,0,0,0,4,4,0,2,0,0,0,51,GA
2,8,2,0,14,0,2,2,0,2,0,0,4,50,GA
3,108,1,0,8,5240,104,104,5,51,0,2,4,497,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,7,1,0,12,11,7,4,6,3,0,3,27,68,RANDOM
1,4,3,0,3,6,4,4,0,0,0,0,0,48,RANDOM
6,8,1,0,12,3,3,3,0,0,0,0,0,74,GA
5,45,6,0,28,528,33,33,0,5,0,0,2,215,GA
7,17,3,0,19,53,11,7,0,1,0,0,2,182,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
3,3,2,0,5,1,2,1,1,0,0,0,1,59,GA
1,2,3,0,0,1,2,2,0,0,0,0,0,35,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
0,4,1,0,3,0,1,1,0,0,0,0,0,32,GA
12,23,5,0,46,52,12,2,6,4,0,1,14,202,GA
20,9,1,0,35,6,4,2,0,1,0,1,4,110,RANDOM
21,68,1,0,45,36,17,12,2,14,0,2,14,485,GA
0,1,5,0,7,0,1,1,0,0,0,0,0,30,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
9,22,1,0,16,19,11,11,3,5,0,1,3,153,GA
1,3,1,0,5,0,2,2,0,1,0,0,0,46,GA
3,6,1,2,1,3,6,6,0,3,1,0,0,80,GA
4,8,2,0,6,10,5,1,0,0,0,0,1,72,GA
15,62,6,0,62,376,44,39,1,27,1,2,4,392,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,13,1,0,8,9,11,11,0,4,0,0,0,76,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
7,16,1,0,9,10,9,9,3,4,0,1,0,114,RANDOM
0,2,1,0,0,1,2,2,2,0,0,0,0,10,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,5,1,0,2,0,3,2,1,1,0,0,1,90,GA
6,60,1,1,20,160,24,24,0,11,0,1,0,249,GA
2,3,1,0,0,3,3,3,0,1,0,1,0,31,GA
2,118,1,0,26,0,28,24,15,24,20,20,12,711,GA
0,4,1,0,1,6,4,4,0,0,0,0,0,78,GA
5,26,6,0,41,139,14,5,4,2,0,0,9,276,RANDOM
11,11,1,1,14,3,6,3,0,2,0,0,0,99,GA
2,2,2,0,4,0,2,2,0,2,0,0,1,28,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
2,4,2,0,3,0,4,4,0,2,0,1,0,26,GA
3,10,1,0,17,4,5,3,0,1,0,1,8,91,GA
1,15,2,1,12,81,14,14,0,5,0,0,1,77,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,3,0,1,1,2,0,0,0,0,0,0,12,GA
0,1,1,0,2,0,1,1,0,0,0,0,0,46,GA
1,15,2,0,14,0,8,8,0,2,0,0,4,113,GA
8,47,4,0,28,1081,47,46,0,0,0,0,23,223,GA
2,3,1,0,3,0,1,1,0,0,0,0,1,38,GA
2,4,1,0,4,1,3,3,0,1,0,0,0,54,GA
4,6,1,0,4,1,6,6,0,2,0,0,0,44,GA
7,4,2,0,1,3,3,2,0,0,0,0,0,72,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
22,44,1,1,1,820,44,44,0,22,1,0,0,422,RANDOM
3,12,1,0,7,0,7,7,0,2,0,0,0,107,GA
3,3,2,0,4,0,3,3,0,1,0,0,0,49,GA
1,1,1,0,8,0,1,1,1,0,0,0,8,38,GA
24,56,1,0,64,457,35,33,0,10,0,0,6,339,GA
1,4,2,0,7,1,2,2,0,0,0,0,0,66,GA
6,4,1,0,8,0,3,3,0,1,0,0,0,75,GA
6,6,1,0,18,1,2,2,0,1,0,1,4,68,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,1,2,0,0,0,1,1,0,0,0,0,0,8,GA
7,49,1,0,8,5,11,3,0,24,1,12,2,511,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,10,1,0,5,12,9,8,0,6,0,0,0,79,GA
1,2,2,0,0,0,2,2,0,1,0,0,0,17,GA
3,2,2,0,0,0,2,1,0,1,0,0,0,24,GA
16,58,6,0,65,60,13,13,3,15,14,14,17,366,GA
6,9,1,0,13,0,1,1,1,0,0,0,1,131,GA
9,51,11,0,57,97,18,7,0,13,0,3,5,318,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
21,16,1,0,35,9,6,3,2,3,0,0,8,247,GA
0,4,1,0,0,2,4,4,0,2,0,0,0,86,GA
0,25,3,2,11,168,20,18,2,3,0,1,0,163,RANDOM
8,68,1,2,51,290,28,14,3,11,0,4,20,386,RANDOM
0,5,3,0,4,10,5,5,0,0,0,0,0,60,RANDOM
5,33,1,0,35,3,7,2,3,6,0,0,8,202,GA
4,29,1,0,19,113,18,18,0,8,0,0,0,239,GA
0,4,3,4,0,6,4,4,0,1,0,1,0,53,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,4,1,0,8,3,3,3,0,0,0,0,4,53,GA
8,17,2,0,15,0,3,3,0,4,0,0,1,97,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,1,47,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
3,4,2,8,3,3,3,1,0,0,0,0,0,23,GA
0,4,2,0,2,0,4,4,0,1,0,0,0,43,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
3,39,1,0,27,60,16,14,0,7,0,2,4,209,RANDOM
2,3,3,0,1,1,2,1,0,1,0,1,0,63,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,1,0,0,0,1,1,0,0,0,0,0,14,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
18,36,1,1,1,528,36,36,0,18,1,0,0,350,RANDOM
7,15,3,0,25,0,5,3,0,7,1,0,2,110,GA
1,2,2,0,3,1,2,2,0,0,0,0,0,33,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
1,9,2,0,5,4,5,4,0,2,0,1,2,62,GA
7,22,1,0,53,0,4,4,0,10,0,0,17,214,GA
3,1,1,0,0,0,1,1,0,0,0,0,0,24,GA
3,7,1,0,17,0,5,5,1,3,0,1,2,82,GA
10,19,6,0,33,120,9,3,1,4,0,0,16,167,RANDOM
0,2,2,0,2,0,2,1,0,5,0,0,0,64,GA
10,10,2,0,9,15,3,2,1,2,0,0,1,89,GA
3,10,1,0,15,0,1,1,1,2,1,2,3,140,GA
1,2,3,0,0,1,2,2,0,2,0,2,0,56,GA
12,15,2,0,22,2,12,1,0,4,0,1,0,96,RANDOM
1,1,5,0,1,0,1,1,0,1,0,1,0,23,GA
2,2,2,0,0,1,2,2,0,0,0,0,0,40,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,GA
9,395,2,0,49,28,8,8,0,0,0,0,3,1147,GA
5,42,6,0,28,179,21,11,0,11,0,3,12,347,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,16,1,0,22,3,3,1,3,0,0,0,2,65,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,2,1,0,4,1,2,2,2,0,0,0,5,44,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
15,95,1,0,63,62,29,16,3,9,0,9,68,923,GA
11,36,1,0,43,20,12,10,2,3,0,1,18,336,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
3,9,2,0,12,0,3,3,0,1,0,0,3,58,GA
0,3,2,0,6,1,3,2,0,2,0,1,1,51,GA
2,0,1,0,0,0,0,0,0,6,0,0,0,63,GA
0,4,1,0,0,0,4,3,0,3,0,0,0,57,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
15,45,8,0,48,157,22,17,0,9,0,0,0,363,RANDOM
15,55,1,0,71,86,16,6,0,5,0,0,3,358,GA
7,116,1,0,80,0,29,17,0,13,0,4,12,673,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
5,10,5,0,21,1,5,2,0,5,0,1,3,135,GA
7,2,6,0,4,1,2,1,0,1,0,1,1,52,GA
3,37,1,0,8,213,23,23,0,16,0,1,1,234,GA
1,2,1,0,0,0,1,1,0,1,0,0,0,66,GA
5,14,1,0,27,0,3,3,0,4,0,0,0,100,GA
1,8,1,0,9,0,7,3,0,2,0,0,0,86,RANDOM
6,12,1,2,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,17,4,0,17,21,7,7,5,0,0,0,4,110,GA
7,15,1,0,12,0,14,13,0,1,0,0,0,107,GA
1,12,1,0,21,0,8,7,1,10,0,1,1,144,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
8,13,1,0,21,3,3,3,0,0,0,0,0,92,GA
1,10,1,0,0,1,3,2,1,1,0,0,0,76,GA
3,19,1,0,9,0,10,10,1,4,0,0,4,203,GA
12,140,2,0,71,1326,52,35,0,0,0,0,93,1620,GA
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
2,5,1,0,8,0,1,1,1,0,0,0,2,42,GA
3,51,1,0,30,269,26,26,1,12,0,0,2,383,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
5,10,3,0,4,16,8,7,0,4,0,0,0,77,GA
6,20,1,0,18,0,2,2,0,1,0,0,1,117,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
12,47,1,0,50,1,2,2,0,0,0,0,1,334,GA
7,35,2,0,26,12,20,19,3,19,4,8,10,299,GA
1,12,1,0,16,45,10,10,0,4,0,0,0,74,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
31,156,1,0,190,940,45,42,0,29,0,28,10,1255,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
7,22,1,0,38,28,2,1,2,0,0,0,3,123,GA
10,43,1,0,54,19,10,5,0,6,0,0,11,281,RANDOM
27,204,1,0,26,0,143,141,0,1,0,0,0,966,RANDOM
7,22,1,0,19,68,12,8,0,3,0,0,0,199,GA
4,6,1,0,7,3,3,3,1,0,0,0,0,43,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,1,1,0,0,0,1,1,0,0,0,0,0,13,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
10,23,2,0,41,2,13,9,0,11,0,0,15,249,GA
9,53,1,0,42,3,3,3,0,0,0,0,0,243,GA
6,22,4,0,21,33,10,9,0,4,0,0,1,106,GA
4,22,5,0,45,20,6,2,0,17,0,0,7,197,GA
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
2,16,5,2,0,120,16,16,0,0,0,0,0,30,GA
13,55,1,0,52,153,22,19,0,6,0,0,4,435,RANDOM
1,10,2,0,23,0,4,4,0,7,0,1,0,97,RANDOM
6,20,1,0,29,47,11,9,1,6,0,2,12,206,GA
27,54,6,0,88,236,28,7,1,68,0,56,47,856,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
5,35,1,0,7,268,29,28,0,16,5,6,2,276,GA
10,13,2,0,10,62,9,9,0,4,0,0,0,148,GA
23,89,3,0,98,903,43,24,0,5,3,4,6,489,GA
1,14,2,0,10,0,11,11,0,2,0,1,0,117,GA
2,15,4,0,27,1,3,3,0,12,0,0,2,187,GA
0,3,5,0,2,3,3,2,0,3,0,3,0,47,RANDOM
0,2,1,0,0,0,2,1,0,1,0,0,0,54,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,71,1,0,38,300,28,22,6,10,0,0,7,340,RANDOM
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
6,4,2,0,23,1,2,2,0,0,0,0,0,91,GA
1,46,5,0,61,68,16,12,0,9,0,1,30,318,RANDOM
4,2,2,2,0,1,2,2,0,2,0,0,0,45,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
5,17,2,0,13,36,9,7,1,1,1,1,9,142,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
4,29,1,0,26,0,14,13,0,7,2,1,3,159,GA
2,6,3,0,1,3,3,0,0,0,0,0,1,58,GA
0,6,1,0,4,4,4,4,0,1,0,0,0,56,GA
1,2,2,0,0,1,2,2,0,1,0,0,0,23,GA
7,12,1,0,19,20,8,0,0,5,0,0,0,106,GA
1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
1,2,1,0,0,1,2,2,0,1,1,0,0,25,GA
9,29,1,0,15,33,15,15,3,5,0,1,6,176,GA
11,59,12,0,81,722,40,33,1,18,0,0,7,267,GA
3,6,2,3,5,6,4,4,0,0,0,0,0,73,GA
1,9,2,0,7,0,4,2,0,2,0,0,1,105,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
4,7,2,0,3,0,5,5,0,1,0,0,0,90,GA
4,71,1,0,20,0,7,4,0,13,0,1,1,222,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,14,1,0,0,77,14,14,0,7,0,0,0,55,RANDOM
5,10,2,0,3,9,6,6,0,3,0,1,0,65,GA
0,8,2,0,8,6,4,4,0,0,0,0,0,110,GA
3,2,2,0,5,0,2,2,0,3,0,0,2,21,GA
