TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RANDOM,TIME_RANDOM,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,CLASS
ioproject.server.network.NetworkService,class,0.649684343434343,77232,0.878472222222222,77022,-0.228787878787879,210,9,8,1,0,4,0,5,4,0,3,0,0,0,94,GA
com.lts.application.data.coll.ADCEvent,class,1,2685,0.6,4304,0.4,-1619,2,0,1,0,0,0,0,0,0,2,2,0,0,14,RANDOM
net.sf.xisemele.impl.FormatterProviderImpl,class,0.9375,65592,0.916666666666667,5226,0.020833333333333,60366,4,2,1,0,2,0,2,2,0,2,0,1,0,32,GA
src.GameController,class,0.928571428571429,64244,0.904761904761905,63406,0.023809523809524,838,2,4,1,0,6,0,1,1,0,0,0,0,1,23,GA
org.sourceforge.ifx.framework.element.CreditAuthAudRq,class,1,3846,0.916666666666667,2072,0.083333333333333,1774,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.ChkPrint_Type,class,1,28114,0.988095238095238,11700,0.011904761904762,16414,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
map.DirtyNode,class,0.910261873543124,105639,0.780774372686137,72940,0.129487500856987,32699,2,44,1,0,2,597,39,39,0,12,11,0,0,331,GA
umd.cs.shop.JSPairVarTerm,class,0.94031954887218,86271,0.806273496240602,18607,0.134046052631578,67664,2,8,1,0,6,0,8,6,0,2,0,0,3,54,GA
umd.cs.shop.JSTaskAtom,class,0.695657647490354,84384,0.390673057697762,81216,0.304984589792592,3168,15,30,5,0,36,27,14,12,0,2,0,0,0,206,GA
org.heal.module.oai.heal.HEALMetadataFormat,class,0.9375,67332,0.928571428571429,4599,0.008928571428571,62733,3,6,1,0,0,13,6,6,0,1,0,0,0,47,GA
org.sourceforge.ifx.framework.element.BankSvcChkSumModRq,class,1,3557,0.916666666666667,2147,0.083333333333333,1410,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.virtualinfinity.atrobots.network.SimulationServerWorker,class,0.786622807017544,95003,0.636842105263158,74793,0.149780701754386,20210,5,9,1,0,17,2,4,3,0,5,0,0,2,60,GA
visu.handball.moves.actions.AbstractPrintAction,class,0.604714912280702,113689,0.389619883040936,100476,0.215095029239766,13213,2,7,3,2,12,8,5,3,0,1,0,0,1,63,GA
com.sap.netweaver.porta.ide.eclipse.server.control.PublishException,class,0.9375,65393,0.821428571428571,5754,0.116071428571429,59639,3,5,4,0,2,1,3,2,1,2,0,1,1,32,GA
net.sf.xisemele.impl.MessageImpl,class,0.75,65506,0.857142857142857,2628,-0.107142857142857,62878,1,1,1,0,3,0,1,1,0,1,0,1,2,21,GA
br.com.jnfe.base.ModBCST,enum,0.828125,66951,0.770833333333333,66187,0.057291666666667,764,0,2,1,0,0,0,2,1,0,1,0,0,0,57,GA
org.sourceforge.ifx.framework.element.CustPayeeInfo,class,1,3505,0.916666666666667,2484,0.083333333333333,1021,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.quickserver.net.qsadmin.gui.SaveActionListener,class,0.596678662468136,85355,0.462238216624182,82071,0.134440445843954,3284,2,9,1,0,17,1,2,2,0,2,0,0,0,54,GA
net.sourceforge.squirrel_sql.client.gui.ProgressAbortDialog,class,0.159051901950738,82605,0.022620298023142,82993,0.136431603927596,-388,8,41,8,0,56,377,24,17,1,24,1,3,16,520,RANDOM
org.sourceforge.ifx.framework.complextype.BillerInqRq_Type,class,1,52147,0.932539682539682,89177,0.067460317460318,-37030,16,32,1,1,1,406,32,32,0,16,1,0,0,314,RANDOM
lotus.core.phases.PlayerChangePhase,class,1,6756,1,3117,0,3639,1,1,2,0,0,0,1,1,0,0,0,0,0,9,GA
net.sf.sugar.scl.DefaultLocalReferenceProcessor,class,0.817904589371981,93843,0.791890959282264,94789,0.026013630089717,-946,8,21,1,0,22,4,5,2,0,1,0,0,1,105,RANDOM
org.sourceforge.ifx.framework.complextype.RemitAddrType,class,1,3211,0.916666666666667,1892,0.083333333333333,1319,1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.SignoffRs_Type,class,1,9626,0.979166666666667,4048,0.020833333333333,5578,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
net.virtualinfinity.atrobots.hardware.armor.Armor,class,0.9421875,80998,0.907572115384615,82599,0.034615384615385,-1601,3,9,1,0,5,14,7,6,0,2,0,0,1,62,RANDOM
fr.unice.gfarce.interGraph.FenetreChoix,class,0.4,68825,0,67000,0.4,1825,3,8,6,0,20,4,4,2,0,6,0,4,0,100,GA
org.jcvi.jillion.internal.trace.chromat.abi.tag.DefaultShortArrayTaggedDataRecord,class,0.932142857142857,69465,0.932142857142857,4704,0,64761,6,5,2,0,6,6,4,3,0,0,0,0,2,55,GA
com.lts.application.data.AppData,class,0,67219,0,77505,0,-10286,1,20,1,0,11,74,13,13,0,2,0,0,0,153,RANDOM
org.sourceforge.ifx.framework.complextype.PmtCanRq_Type,class,1,6035,0.986111111111111,6929,0.013888888888889,-894,6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
org.sourceforge.ifx.framework.element.ContactInfo,class,1,3663,0.916666666666667,1785,0.083333333333333,1878,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
fr.unice.gfarce.dao.Db4oDaoFactory,class,0.708333333333333,63097,0.666666666666667,5695,0.041666666666666,57402,5,2,2,0,0,1,2,2,0,0,0,0,0,12,GA
module.ServerConnectionListener,class,0.894021739130435,75600,0.858695652173913,70725,0.035326086956522,4875,12,43,3,0,32,24,12,7,0,8,0,1,8,275,GA
org.sourceforge.ifx.framework.element.DevSiuTamper,class,1,5585,0.916666666666667,1534,0.083333333333333,4051,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
mygrid.web.Processor,class,0.90610382016632,69293,0.851481288981289,69866,0.054622531185031,-573,7,18,1,0,9,19,10,10,3,5,0,1,0,108,RANDOM
net.sf.xbus.base.xbussystem.XBUSSystem,class,0.175744766505636,67692,0.232268742172124,67291,-0.056523975666488,401,5,51,1,0,41,68,17,15,4,10,2,5,14,623,GA
org.exolab.jms.tools.admin.OpenJMSUser,class,0.643005279034691,85555,0.524007038712921,81850,0.11899824032177,3705,2,11,1,0,18,21,5,2,2,0,0,0,13,145,GA
org.sourceforge.ifx.framework.complextype.PmtAuthModRs_Type,class,1,10618,0.975,61322,0.025,-50704,10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
org.sourceforge.ifx.framework.element.DepAppStatus,class,1,3153,0.916666666666667,1818,0.083333333333333,1335,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ATMCityState,class,1,3277,0.916666666666667,1574,0.083333333333333,1703,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.assembly.consed.phd.PhdBallIdIterator,class,0.194117647058824,73564,0.138235294117647,87194,0.055882352941177,-13630,7,6,2,0,7,0,3,1,1,2,0,0,2,70,RANDOM
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopManagerWrapper,class,1,50831,1,50831,0,0,2,5,2,0,5,0,3,3,0,1,0,0,0,29,RANDOM
lotus.core.card.Instant,class,1,11203,1,5005,0,6198,1,0,2,0,0,0,0,0,0,0,0,0,0,4,GA
net.sf.xbus.base.xml.XMLHelper,class,0.534441361928986,130217,0.495110381919909,113600,0.039330980009077,16617,10,61,1,0,68,190,20,14,20,2,0,2,30,654,GA
org.sourceforge.ifx.framework.element.CustAuthMsgRqInfo,class,1,3695,0.916666666666667,2032,0.083333333333333,1663,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.DepAppAudRs_Type,class,1,23141,0.944444444444444,76147,0.055555555555556,-53006,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
glengineer.blocks.VerticalBlock,class,0.717174773232136,134269,0.632013694222598,115371,0.085161079009538,18898,7,63,3,0,39,300,25,10,0,0,0,0,5,381,GA
de.huxhorn.lilith.debug.LogParamThrowableRunnable,class,0.855935730935731,72085,0.730991230991231,77816,0.1249444999445,-5731,3,8,2,0,14,0,2,2,0,2,0,0,0,54,RANDOM
com.lts.application.repository.SimpleZipRepository,class,0.492446376954408,65338,0.467446376954408,70596,0.025,-5258,5,18,3,0,19,4,4,4,0,1,1,1,2,198,RANDOM
jaw.gui.Configuracoes,class,0.318452380952381,84446,0.386904761904762,80730,-0.068452380952381,3716,0,16,6,0,36,78,8,2,0,17,0,0,0,239,GA
jaw.saida.Gerador,class,0.305128205128205,73084,0.48034188034188,73873,-0.175213675213675,-789,7,14,1,0,24,0,3,3,0,3,0,0,0,99,RANDOM
org.quickserver.net.server.impl.BasicClientIdentifier,class,0.531190856848752,87908,0.226749884644622,83669,0.30444097220413,4239,7,25,1,2,14,18,9,4,0,3,0,1,1,117,GA
dsachat.share.UserEvent,class,1,3046,0.971428571428571,2731,0.028571428571429,315,0,3,1,0,0,0,3,3,0,3,0,1,0,37,GA
org.sourceforge.ifx.framework.element.CSPCustInfoReq,class,1,3132,0.916666666666667,1484,0.083333333333333,1648,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.assembly.consed.nav.ReadNavigationElement,class,0.2375,69739,0.3625,65178,-0.125,4561,4,5,2,0,6,6,4,4,0,0,0,0,2,101,GA
Newzgrabber.GroupsDialog,class,0.296296296296296,79611,0,78740,0.296296296296296,871,2,18,6,0,34,0,3,3,0,10,0,1,1,142,GA
org.jcvi.jillion.assembly.tigr.tasm.TasmContigFileDataStoreBuilder,class,0.846460328317373,82082,0.686901504787962,75210,0.159558823529411,6872,13,22,1,0,11,26,7,5,0,4,0,0,5,205,GA
dsachat.share.Challenge,class,0.6428562973232,78355,0.542349603796781,74657,0.100506693526419,3698,3,78,1,0,27,13,14,8,1,13,0,1,13,311,GA
org.exolab.jms.tools.db.migration.V072toV076SchemaConverter,class,0.397897465437788,94411,0.363863287250384,84858,0.034034178187404,9553,6,16,1,0,33,0,7,2,0,5,0,3,9,278,GA
org.sourceforge.ifx.framework.complextype.ChkIssueAddRs_Type,class,1,21300,0.96969696969697,87019,0.03030303030303,-65719,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.sourceforge.ifx.framework.complextype.CardPrefSyncRq_Type,class,1,13511,0.950980392156863,25236,0.049019607843137,-11725,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
lotus.core.card.BasicLand,class,0.916666666666667,67027,0.777777777777778,7146,0.138888888888889,59881,4,2,4,0,0,1,2,2,0,1,1,0,0,28,GA
com.mentorgen.tools.util.profile.Client,class,0.957829301075269,86900,0.919578853046595,78338,0.038250448028674,8562,0,25,1,0,4,1,2,1,2,0,0,0,13,69,GA
org.sourceforge.ifx.framework.element.CharType,class,1,55981,0.916666666666667,1620,0.083333333333333,54361,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CustContactPref,class,1,2896,0.916666666666667,1641,0.083333333333333,1255,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.PassbkItemModRs_Type,class,1,18997,0.965277777777778,73467,0.034722222222222,-54470,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
osa.ora.server.client.ui.utils.TreeModelGenerator,class,0.933510638297872,77329,0.886730623100304,67109,0.046780015197568,10220,2,12,1,0,9,1,2,2,2,0,0,0,2,60,GA
org.objectweb.asm.jip.attrs.StackMapAttribute,class,0.699631980024901,85420,0.429821895474636,71683,0.269810084550265,13737,10,38,2,0,34,74,16,7,0,2,1,1,1,351,GA
org.sourceforge.ifx.framework.complextype.PartyAcctRelInqRs_Type,class,1,31287,0.954545454545455,76093,0.045454545454545,-44806,15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
org.sourceforge.ifx.framework.complextype.DepAcctTrnMsgRqInfo_Type,class,1,10307,0.916666666666667,4643,0.083333333333333,5664,2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
org.sourceforge.ifx.framework.complextype.PresAcctRec_Type,class,1,9263,0.958333333333333,4184,0.041666666666667,5079,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.sourceforge.ifx.framework.element.ChkIssueDelRq,class,1,3437,0.916666666666667,2062,0.083333333333333,1375,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sourceforge.schemaspy.MultipleSchemaAnalyzer,class,0.606265492280145,97995,0.230736319685107,71540,0.375529172595038,26455,6,34,2,0,63,20,8,4,1,5,0,1,17,213,GA
org.dom4j.io.XMLResult,class,1,41939,0.944444444444444,82108,0.055555555555556,-40169,4,10,2,0,2,25,10,10,0,1,0,0,0,97,RANDOM
org.jcvi.jillion.assembly.util.consensus.AbstractConsensusCaller,class,0.708438552188552,69955,0.645622895622895,67755,0.062815656565657,2200,6,16,1,1,16,26,8,3,0,1,0,0,4,100,GA
src.Intruders,class,0.972222222222222,67554,0.944444444444444,7070,0.027777777777778,60484,1,10,1,0,0,33,10,10,0,2,0,0,0,34,GA
org.sourceforge.ifx.framework.complextype.SvcAcctMsgRqInfo_Type,class,1,16268,0.972222222222222,15062,0.027777777777778,1206,9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
glengineer.positions.WordPosition,class,0.892045454545455,79539,0.512987012987013,2781,0.379058441558442,76758,6,10,1,2,1,45,10,10,0,0,0,0,0,49,GA
org.sourceforge.ifx.framework.complextype.CardPrefMsgRec_Type,class,1,13520,0.979166666666667,81723,0.020833333333333,-68203,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
org.sourceforge.ifx.framework.element.DepAcctTrnAdviseRq,class,1,3883,0.916666666666667,2432,0.083333333333333,1451,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
jahuwaldt.plot.PlotWindow,class,0.326666114058355,83953,0.268888152077807,83887,0.057777961980548,66,6,8,6,0,12,4,5,5,1,1,0,0,1,90,GA
org.sourceforge.ifx.framework.complextype.SecObjDelRq_Type,class,1,5781,0.9375,4140,0.0625,1641,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.sourceforge.ifx.framework.complextype.CustSvcStatusModRs_Type,class,1,34077,0.972222222222222,85984,0.027777777777778,-51907,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.complextype.DepAcctTrnAdviseRq_Type,class,1,17061,0.964285714285714,21034,0.035714285714286,-3973,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
org.sourceforge.ifx.framework.element.CreditAuthAdviseRs,class,1,6165,0.916666666666667,2481,0.083333333333333,3684,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.core.util.FileIterator,class,0.779794336783159,86554,0.726779657791343,72501,0.053014678991816,14053,18,58,10,0,27,506,45,22,3,15,0,6,6,434,GA
org.fixsuite.message.info.ComponentInfo,class,0.96830985915493,79776,0.903658059467919,81267,0.064651799687011,-1491,5,35,1,1,20,242,25,24,0,13,0,0,0,278,RANDOM
org.jcvi.jillion.assembly.consed.phd.PhdBallIterator,class,0.180357142857143,65242,0.110714285714286,82377,0.069642857142857,-17135,16,7,2,0,7,0,3,1,1,2,0,0,2,90,RANDOM
com.sap.managementconsole.soap.axis.sapcontrol.ProfileParameter,class,0.946340360154532,138060,0.83795317421891,96201,0.108387185935622,41859,9,52,1,0,27,221,27,27,3,13,0,1,9,428,GA
org.sourceforge.ifx.framework.complextype.CompositePmtRemitInfo_Type,class,1,13148,0.952380952380952,10012,0.047619047619048,3136,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
org.sourceforge.ifx.framework.element.DepAppModRs,class,1,3825,0.916666666666667,2677,0.083333333333333,1148,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
com.sap.managementconsole.soap.axis.saphostcontrol.ResponseMessage,class,0.907525211069418,83152,0.843574108818011,85113,0.063951102251407,-1961,7,19,1,0,10,19,11,11,3,5,0,1,0,146,RANDOM
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationDelegate,class,0,100266,0.492063492063492,97278,-0.492063492063492,2988,7,2,2,0,4,0,1,1,0,0,0,0,1,37,GA
de.huxhorn.lilith.swing.transfer.MainFrameTransferHandler16,class,0.201388888888889,75280,0,78949,0.201388888888889,-3669,4,9,3,0,10,6,4,4,0,2,0,1,0,67,RANDOM
wheel.components.ValidationError,class,1,19975,0.916666666666667,7561,0.083333333333333,12414,1,3,1,0,0,0,3,3,0,2,0,0,0,48,GA
com.sap.managementconsole.soap.axis.saphostcontrol.TargetService,class,0.905750943670151,90007,0.822600381616061,77660,0.08315056205409,12347,9,19,1,0,11,19,11,11,3,5,0,1,0,144,GA
org.sourceforge.ifx.framework.element.BillerStatus,class,1,6179,0.916666666666667,1785,0.083333333333333,4394,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
src.Knight,class,0.689720271898124,134359,0.646579504388229,103144,0.043140767509895,31215,8,112,1,0,60,1586,60,60,0,20,0,0,4,403,GA
org.sourceforge.ifx.framework.element.CryptoInfoData,class,0.9375,62460,0.916666666666667,1701,0.020833333333333,60759,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.exolab.jms.net.EchoServiceImpl,class,1,15254,0.982857142857143,11358,0.017142857142857,3896,1,9,1,0,0,36,9,9,0,0,0,0,0,134,GA
org.sourceforge.ifx.framework.complextype.TerminalSPObjAdviseRs_Type,class,1,13339,0.96875,66432,0.03125,-53093,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
org.sourceforge.ifx.framework.complextype.PmtEnclAdviseRq_Type,class,1,8909,0.96875,29501,0.03125,-20592,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
glengineer.agents.settings.Settings,class,1,5492,1,1813,0,3679,0,0,1,5,0,0,0,0,0,1,1,0,0,6,GA
macaw.presentationLayer.SupportingDocumentEditor,class,0.144380733944954,90896,0.385015290519878,90340,-0.240634556574924,556,15,27,1,0,61,12,16,10,0,17,0,0,11,375,GA
com.browsersoft.openhre.hl7.impl.parser.XML2HL7Impl,class,0.860411051212938,75941,0.830053908355795,71438,0.030357142857143,4503,12,30,1,0,14,91,19,19,0,2,0,0,2,126,GA
org.sourceforge.ifx.framework.complextype.TerminalSPObjDelRs_Type,class,1,10851,0.990740740740741,67531,0.009259259259259,-56680,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
com.allenstudio.ir.ui.UIResources,class,0.75,63041,0.833333333333333,2600,-0.083333333333333,60441,0,3,1,0,4,0,1,1,1,1,0,1,2,31,GA
org.heal.servlet.EmailReminderAction,class,0.417075163398693,81105,0.250408496732026,69002,0.166666666666667,12103,9,9,1,0,16,1,2,2,0,0,0,0,0,59,GA
org.jcvi.jillion.assembly.tigr.contig.TigrContigFileParser,class,0.388838206912211,90773,0.34424921747028,80692,0.044588989441931,10081,18,51,5,0,31,330,28,17,5,8,0,3,12,259,GA
org.sourceforge.ifx.framework.element.DevCimPositionLocation,class,0.9375,62366,0.916666666666667,1581,0.020833333333333,60785,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CompRemitStmtInqRq,class,1,6647,0.916666666666667,2210,0.083333333333333,4437,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CardPrefDelRq,class,1,3563,0.916666666666667,2259,0.083333333333333,1304,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
edu.mscd.cs.jclo.JCLO,class,0.616241200758749,89152,0.551522670712171,85819,0.064718530046578,3333,7,93,1,0,51,590,37,26,1,6,0,0,11,473,GA
org.sourceforge.ifx.framework.element.DevSiuUps,class,0.9375,62471,0.916666666666667,1461,0.020833333333333,61010,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.assembly.util.CoverageMapFactory,class,0.16802009184551,163835,0.32155945007052,82158,-0.15353935822501,81677,27,73,2,0,59,439,34,23,3,9,0,2,17,442,GA
de.huxhorn.lilith.debug.LogNdcRunnable,class,0.864042207792208,72302,0.742965367965368,72233,0.12107683982684,69,3,7,2,0,6,1,2,2,0,1,0,0,4,31,GA
org.sourceforge.ifx.framework.complextype.CompositeCurAmt_Type,class,1,23762,0.990740740740741,73124,0.009259259259259,-49362,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
osa.ora.server.client.ui.ChangePassPanel,class,0.753862639553429,71043,0.671816852737905,69765,0.082045786815524,1278,1,11,5,0,18,17,5,2,0,10,0,0,3,107,GA
com.sap.engine.services.dc.wsgate.Undeploy,class,0.92408873525622,102999,0.823540489642185,100516,0.100548245614035,2483,9,29,1,0,15,33,15,15,3,5,0,1,6,176,GA
org.sourceforge.ifx.framework.element.AcctId,class,1,24036,0.916666666666667,1754,0.083333333333333,22282,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.SecObjInqRq_Type,class,1,14582,0.971014492753623,24274,0.028985507246377,-9692,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
jigl.gui.SequenceCanvas,class,0.147488065469425,69389,0.23598090475108,82694,-0.088492839281655,-13305,4,43,3,0,36,24,21,20,0,15,1,1,6,292,RANDOM
net.virtualinfinity.atrobots.interrupts.ResetMetersInterrupt,class,1,15155,1,18274,0,-3119,3,2,2,0,2,0,2,2,0,2,0,0,0,19,RANDOM
org.sourceforge.ifx.framework.element.CreditAuthMsgRec,class,1,3626,0.916666666666667,2461,0.083333333333333,1165,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CreditAuthInqRs,class,1,10708,0.916666666666667,2503,0.083333333333333,8205,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DebitAuthInqRq,class,1,3998,0.916666666666667,2254,0.083333333333333,1744,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.BankAcctInfo,class,1,6470,0.916666666666667,1902,0.083333333333333,4568,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ChksumInqRq,class,1,3536,0.916666666666667,2193,0.083333333333333,1343,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevHealthLevel,class,0.9375,62415,0.916666666666667,1592,0.020833333333333,60823,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.CustAudRs_Type,class,1,80957,0.932098765432099,81573,0.067901234567901,-616,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.complextype.DevPlatformData_Type,class,1,5969,0.972222222222222,4664,0.027777777777778,1305,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
org.sourceforge.ifx.framework.complextype.SvcAcctStatusModRs_Type,class,1,33433,0.958333333333333,69447,0.041666666666667,-36014,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.heal.servlet.WSSearchResultsAction,class,0.877987446765986,112409,0.218450678781729,67154,0.659536767984257,45255,9,14,1,0,17,3,3,2,0,0,0,0,1,161,GA
org.sourceforge.ifx.framework.element.BillerId,class,1,6188,0.916666666666667,1746,0.083333333333333,4442,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.javathena.data.TXTDBManagement,class,0.906,93893,0.817,63007,0.089,30886,2,10,1,1,10,45,10,10,0,0,0,0,9,84,GA
com.lts.application.repository.ArchiveRepository,class,0.832079258622968,71141,0.684293918770098,79211,0.14778533985287,-8070,4,36,2,1,18,75,15,14,0,2,0,0,1,277,RANDOM
org.sourceforge.ifx.framework.complextype.BankAcctStmtImgMsgRqInfo_Type,class,1,14046,0.958333333333333,7466,0.041666666666667,6580,2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
org.sourceforge.ifx.framework.element.AcctBal,class,1,3339,0.916666666666667,1686,0.083333333333333,1653,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.heal.tag.LastModifiedTag,class,0.604166666666667,63386,0.694444444444444,65604,-0.090277777777777,-2218,2,3,2,0,8,0,2,2,0,1,0,0,0,32,RANDOM
org.sourceforge.ifx.framework.element.ChkIssueAdviseRs,class,1,3957,0.916666666666667,5552,0.083333333333333,-1595,1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
org.sourceforge.ifx.framework.element.DevAppOperation,class,0.9375,62457,0.916666666666667,1588,0.020833333333333,60869,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.BankSvcChkSumAddRq_Type,class,1,18325,0.976190476190476,14289,0.023809523809524,4036,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
com.lts.application.international.CriticalMessages,class,1,13967,0.888888888888889,6517,0.111111111111111,7450,0,1,3,0,0,0,1,0,0,1,1,1,0,62,GA
net.sf.xbus.bootstrap.ReceiverServiceWrapper,class,0.521590909090909,65183,0.596103896103896,66759,-0.074512987012987,-1576,2,6,1,0,10,6,4,4,1,0,0,0,9,85,RANDOM
org.jcvi.jillion.internal.trace.chromat.scf.SCFCodecs,enum,0.423886027765338,86425,0.339401403194507,81614,0.084484624570831,4811,12,23,1,0,40,50,13,7,2,2,0,0,6,214,GA
net.sourceforge.nekomud.reflect.ReflectionServiceImpl,class,0.883406432748538,65011,0.633406432748538,73105,0.25,-8094,1,6,1,0,12,0,1,1,0,0,0,0,0,51,RANDOM
