TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC
org.sourceforge.ifx.framework.complextype.MinAmtDue_Type,class,1,7595,0.916666666666667,2233,0.083333333333333,3.4012539184953,1,2,2,1,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevPtrRetractBin,class,0.9375,62373,0.916666666666667,1574,0.020833333333333,39.6270648030496,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.ATMTrnInfo,class,1,3422,0.916666666666667,1948,0.083333333333333,1.75667351129363,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.sf.xbus.technical.ftp.FTPConnection,class,0.328673802612482,78165,0.271840983309144,66278,0.056832819303338,1.17935061408009,6,61,1,0,46,38,17,10,4,8,0,3,6,602
org.jcvi.jillion.internal.core.datastore.DataStoreIterator,class,0.840625,70488,0.646428571428571,64544,0.194196428571429,1.09209221616262,4,7,1,0,6,0,5,5,0,2,0,0,2,84
de.huxhorn.lilith.swing.table.renderer.ThrowableRenderer,class,0.708029751062538,88179,0.72174349633366,132095,-0.013713745271122,0.667542299102918,6,14,1,0,17,0,2,2,0,1,0,0,1,95
org.sourceforge.ifx.framework.complextype.DepBkOrdInfo_Type,class,1,12243,0.944444444444444,20352,0.055555555555556,0.6015625,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.sourceforge.ifx.framework.element.ChkIssueStatus,class,1,3016,0.916666666666667,1657,0.083333333333333,1.82015691007846,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.DepAppRec_Type,class,1,11868,0.958333333333333,6496,0.041666666666667,1.82697044334975,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.jcvi.jillion.fasta.nt.DefaultNucleotideSequenceFastaFileDataStore,class,0.427477477477478,89999,0.486636636636637,72619,-0.059159159159159,1.23933130447954,11,16,1,0,17,83,15,13,5,6,0,0,10,132
org.quickserver.net.client.Host,class,0.966216216216216,73502,0.942084942084942,19518,0.024131274131274,3.76585715749564,0,18,1,1,10,114,17,17,0,11,5,5,1,96
org.dom4j.rule.RuleSet,class,0.9765625,103119,0.928571428571429,40872,0.047991071428571,2.52297416324134,3,10,1,0,9,1,7,6,0,2,0,0,1,121
org.heal.module.oai.heal.HEALXMLHelper,class,0.668663785263682,111884,0.589960081559978,78000,0.078703703703704,1.43441025641026,5,17,1,0,16,10,5,5,5,5,5,5,8,112
wheel.asm.Item,class,0.933447249589491,78683,0.873045977011494,82085,0.060401272577997,0.958555156240482,1,26,1,0,4,0,9,0,0,9,0,0,2,237
org.sourceforge.ifx.framework.element.BankAcctTaxInqRs,class,1,3647,0.916666666666667,2102,0.083333333333333,1.73501427212179,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.CreditAdviseRs,class,1,4202,0.916666666666667,2566,0.083333333333333,1.63756819953235,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.MediaSvcRq_Type,class,1,44935,0.918803418803419,90924,0.081196581196581,0.494203950552109,28,56,1,1,1,1378,56,56,0,28,1,0,0,530
net.sf.xbus.admin.html.DeletedMessageStoreBean,class,0.385416666666667,66089,0.297619047619048,63393,0.087797619047619,1.04252835486568,0,3,1,0,3,0,1,1,0,0,0,0,1,29
org.sourceforge.ifx.framework.element.Cursor,class,1,3269,0.916666666666667,1655,0.083333333333333,1.97522658610272,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.BankSvcChkSumSyncRs_Type,class,1,55057,0.925287356321839,76403,0.074712643678161,0.720613064932005,13,26,1,1,1,253,26,26,0,13,1,0,0,260
org.quickserver.net.server.impl.NonBlockingClientHandler,class,0.39900658476321,123155,0.401144919779786,164039,-0.002138335016576,0.750766585994794,11,295,2,0,148,640,45,28,6,19,0,4,61,1136
org.dom4j.jaxb.JAXBRuntimeException,class,1,10096,1,4708,0,2.14443500424809,0,1,4,0,0,0,1,0,0,0,0,0,0,60
org.exolab.jms.tools.admin.CreateTopicDialog,class,0.232997710813731,81127,0.036124367914105,81206,0.196873342899626,0.999027165480383,2,13,7,0,32,31,6,5,2,7,0,1,4,207
org.sourceforge.ifx.framework.complextype.CreditRevRq_Type,class,1,60290,0.989583333333333,87055,0.010416666666667,0.692550686347711,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.heal.servlet.DownloadAction,class,0.458333333333333,80329,0.285714285714286,67288,0.172619047619047,1.19380870288907,6,7,1,0,8,1,2,2,0,0,0,0,0,40
de.paragon.explorer.util.ToStringConverter,class,0.894459706959707,163553,0.879382522239665,76893,0.015077184720042,2.12702066508005,0,5,1,0,5,1,2,1,1,4,0,4,1,57
fr.pingtimeout.jtail.gui.view.HighlightDialog,class,0.625,82589,0.75,78722,-0.125,1.04912222758568,1,1,6,0,4,0,1,1,0,2,0,1,1,43
jahuwaldt.plot.LinearAxisScale,class,0.90510585731174,236453,0.916855567590862,263948,-0.011749710279122,0.89583175473957,6,35,1,0,14,26,8,6,0,1,0,1,10,214
wheel.components.ElExpression,class,0.808829365079365,91226,0.553798185941043,102960,0.255031179138322,0.886033411033411,5,11,2,0,6,8,5,5,0,1,0,0,0,58
visu.handball.moves.actions.AbstractSupportSaveAction,class,0.447630494505495,96509,0.404532967032967,93621,0.043097527472528,1.03084777987845,1,8,2,3,8,1,3,2,0,1,0,0,5,61
org.jcvi.jillion.fasta.nt.AbstractNucleotideFastaRecordVisitor,class,0,63310,0,62076,0,1.01987885817385,3,3,2,0,3,3,3,1,0,0,0,0,0,52
org.objectweb.asm.jip.Edge,class,1,8459,1,5815,0,1.45468615649183,2,0,1,0,0,0,0,0,0,5,0,2,0,69
org.dom4j.DocumentException,class,1,18766,0.905494505494506,68658,0.094505494505494,0.273325759561886,0,13,3,0,7,0,9,9,0,1,0,0,0,106
org.sourceforge.ifx.framework.complextype.SvcAcctInqRs_Type,class,1,26245,0.932098765432099,74569,0.067901234567901,0.351955906609985,21,42,1,1,1,741,42,42,0,21,1,0,0,404
org.sourceforge.ifx.framework.complextype.ChkAcceptAddRq_Type,class,1,15077,0.986111111111111,19099,0.013888888888889,0.789413058275302,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.quickserver.net.client.BlockingClient,class,0.666034630100415,130061,0.559388390183373,134582,0.106646239917042,0.966407097531616,4,101,1,0,63,771,46,40,5,23,0,5,18,407
visu.handball.moves.views.FieldDrawer,class,0.842754067463697,101432,0.895538643946287,100197,-0.05278457648259,1.01232571833488,2,11,1,0,16,7,7,6,0,14,2,8,2,153
org.exolab.jms.tools.db.PrimaryKey,class,0.827678571428571,106883,0.718501984126984,101563,0.109176587301587,1.05238128058446,5,23,1,0,12,10,16,16,1,1,0,0,0,205
glengineer.agents.TopSequentialGroupAgent,class,0.487776575276575,88545,0.38763452982203,70811,0.100142045454545,1.25044131561481,8,13,5,0,8,33,10,10,0,2,0,0,0,108
org.heal.servlet.search.SearchResultsAction,class,0.637364027321022,92227,0.209115191738218,70017,0.428248835582804,1.31720867789251,14,21,1,0,39,3,3,2,0,0,0,0,3,245
net.sf.xisemele.exception.NotWithinContextException,class,0.9375,68322,0.9,69288,0.0375,0.9860581918947,1,1,5,0,0,0,1,1,0,1,0,1,0,19
Receiver,class,0.792397030651341,76588,0.71347837985769,77279,0.078918650793651,0.991058372908552,7,13,1,0,15,0,1,1,1,0,0,0,2,134
simulator.CA.BehaviourReplyNeighbour,class,0.599202626641651,77388,0.439962476547842,80496,0.159240150093809,0.961389385807991,14,13,2,0,26,0,3,2,0,5,0,1,0,90
com.tripfilms.os.exttaglib.pagination.datatype.ObjectFactory,class,0.923076923076923,67215,0.897435897435897,7886,0.025641025641026,8.52333248795333,4,5,1,0,0,10,5,5,0,0,0,0,0,59
org.sourceforge.ifx.framework.element.BankSvcChkSumInqRs,class,1,3716,0.916666666666667,2145,0.083333333333333,1.73240093240093,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.sf.jniinchi.JniInchiInputData,class,0.977941176470588,75684,0.882352941176471,5776,0.095588235294117,13.1031855955679,2,4,1,0,1,0,4,4,0,3,0,0,1,41
lotus.core.effect.TapLandForMana,class,0.804166666666667,65785,0.728571428571429,64321,0.075595238095238,1.02276084016107,3,2,2,0,1,0,1,1,0,1,1,0,0,15
net.sourceforge.squirrel_sql.client.mainframe.action.AliasAction,class,0.25,71837,0,74054,0.25,0.970062386906852,6,3,4,11,9,1,2,1,0,2,0,2,2,37
sbmlreader2.AddToClasspath,class,1,18812,1,7947,0,2.36718258462313,0,3,1,0,10,3,3,3,3,1,0,1,6,36
org.sourceforge.ifx.framework.element.BankInfo,class,1,3368,0.916666666666667,2062,0.083333333333333,1.63336566440349,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.BankSvcChkSumAddRs,class,1,4041,0.916666666666667,2308,0.083333333333333,1.75086655112652,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.core.Ranges,class,0.929387533702005,112680,0.939427410308386,124321,-0.010039876606381,0.906363365803042,2,24,1,0,28,45,10,4,9,0,0,0,14,167
org.heal.servlet.registration.ModifyRegistrationAction,class,0.469184027777778,75104,0.465711805555555,69481,0.003472222222223,1.08092859918539,11,40,1,0,35,3,3,3,0,0,0,0,0,162
org.sourceforge.ifx.framework.complextype.PostingSessionAudRs_Type,class,1,15319,0.944444444444444,71417,0.055555555555556,0.214500749121358,12,24,1,1,1,210,24,24,0,12,1,0,0,242
br.com.jnfe.base.ConsReciNFe,class,1,8689,1,8129,0,1.06888916225858,0,6,1,0,0,9,6,6,0,3,0,0,0,60
org.sourceforge.ifx.framework.complextype.StopChkAudRs_Type,class,1,21170,0.942528735632184,70378,0.057471264367816,0.300804228594163,14,28,1,1,1,300,28,28,0,14,1,0,0,278
org.sourceforge.ifx.framework.complextype.ForExDealStatusInqRq_Type,class,1,17093,0.986111111111111,6912,0.013888888888889,2.47294560185185,6,12,1,1,1,36,12,12,0,6,1,0,0,134
net.sourceforge.squirrel_sql.client.gui.db.ColumnListDialog,class,0.177499889167817,89499,0.236666518890422,78904,-0.059166629722605,1.13427709621819,6,56,6,0,54,288,22,14,1,32,4,6,4,412
org.sourceforge.ifx.framework.complextype.PmtEnclPayee_Type,class,1,4104,0.972222222222222,5180,0.027777777777778,0.792277992277992,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.element.AcctRestrictMsg,class,0.9375,62542,0.916666666666667,1620,0.020833333333333,38.6061728395062,1,2,4,0,1,1,2,2,0,0,0,0,0,40
macaw.persistenceLayer.production.SQLVariableManager,class,0.220818093882531,143671,0.118948247750994,112021,0.101869846131537,1.28253631015613,18,175,2,0,150,1611,58,39,0,3,0,0,101,2284
org.sourceforge.ifx.framework.element.ChkOrdMsgRec,class,1,3994,0.916666666666667,2493,0.083333333333333,1.60208584035299,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.CustSvcId_Type,class,1,11811,0.972222222222222,7119,0.027777777777778,1.6590813316477,3,6,1,1,1,3,6,6,0,3,1,0,0,80
net.sourceforge.squirrel_sql.client.gui.db.ColumnDetailDialog,class,0.140133720287795,87402,0.186844960383726,79010,-0.046711240095931,1.1062144032401,7,47,6,0,73,321,23,17,1,46,2,4,15,572
com.imsmart.main.MImageMigrator,class,0.882529239766082,95408,0.865747702589808,104683,0.016781537176274,0.911399176561619,6,19,2,0,38,24,9,4,1,10,0,7,7,129
org.jcvi.jillion.assembly.util.consensus.NoAmbiguityConsensusCaller,class,0.95,73122,0.942857142857143,67007,0.007142857142857,1.09125912218126,5,6,3,0,2,1,2,1,0,0,0,0,0,71
org.exolab.jms.tools.admin.OpenJMSObject,class,0.901041666666667,88873,0.881696428571429,90297,0.019345238095238,0.984229819373844,2,9,2,0,9,12,8,5,1,7,0,2,0,163
gui.gl.FrameStats,class,0.19545194469948,84144,0.080516508227977,70002,0.114935436471503,1.20202279934859,5,15,1,0,6,50,12,10,2,11,0,1,1,128
glengineer.GroupLayoutEngineer,class,0.131212537462538,82544,0.302611846400666,90818,-0.171399308938128,0.908894712501927,29,110,1,0,81,1148,52,38,0,10,0,0,0,980
org.sourceforge.ifx.framework.element.DevCdmPositionLocation,class,0.9375,62420,0.916666666666667,1548,0.020833333333333,40.3229974160207,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.CardPrefAddRq,class,1,3651,0.916666666666667,2220,0.083333333333333,1.64459459459459,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.BalInqRq,class,1,3342,0.916666666666667,2230,0.083333333333333,1.49865470852018,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.ApprovalId,class,1,8341,0.916666666666667,1659,0.083333333333333,5.02772754671489,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevSiuOperation,class,0.9375,62491,0.916666666666667,1647,0.020833333333333,37.9423193685489,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.BillId,class,0.9375,62376,0.916666666666667,1742,0.020833333333333,35.8071182548794,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.ChkAcceptRec_Type,class,1,13763,0.979166666666667,18043,0.020833333333333,0.762788893199579,4,8,1,1,1,10,8,8,0,4,1,0,0,98
net.sourceforge.schemaspy.ui.DbTypeSelectorModel,class,0.732738095238095,68776,0.508630952380952,79459,0.224107142857143,0.865553304219786,1,9,2,0,10,2,5,5,0,3,0,1,3,73
umd.cs.shop.JSListConjuncts,class,0.736132610939112,74479,0.614809081527348,72227,0.121323529411764,1.03117947581929,3,12,4,0,12,6,4,2,0,0,0,0,6,65
org.dom4j.tree.DefaultText,class,0.9375,81416,0.928571428571429,18711,0.008928571428571,4.35123724012613,2,7,5,1,0,15,7,7,0,1,0,0,0,98
org.objectweb.asm.jip.commons.EmptyVisitor,class,0.9375,75507,0.916666666666667,70012,0.020833333333333,1.07848654516369,8,34,1,0,0,561,34,34,0,0,0,0,0,202
visu.handball.moves.views.AboutDialog,class,0.541666666666667,74098,0.583333333333333,79928,-0.041666666666666,0.927059353418076,2,2,6,0,12,0,1,1,0,1,0,0,1,59
de.beiri22.commandline.Option,class,0.984179197994987,80321,0.947091285907075,73408,0.037087912087912,1.0941722972973,0,19,1,0,4,32,13,13,0,7,0,0,0,141
net.virtualinfinity.atrobots.hardware.missiles.MissileLauncher,class,0.713411185588605,75697,0.643898497815549,93525,0.069512687773056,0.809377171879177,12,21,1,0,17,135,18,13,0,7,0,0,4,82
com.sap.managementconsole.soap.axis.sapcontrol.TaskHandlerQueue,class,0.942644557823129,121485,0.856014469279775,82158,0.086630088543354,1.4786752355218,7,26,1,0,14,95,19,19,3,9,0,1,0,249
org.dom4j.swing.XMLTableModel,class,0.705940424950468,96611,0.588857347817176,102808,0.117083077133292,0.939722589681737,4,18,2,0,16,13,15,14,0,3,0,0,2,173
org.sourceforge.ifx.framework.element.AuthSupt,class,0.9375,62421,0.916666666666667,1471,0.020833333333333,42.4343983684568,1,2,5,0,1,1,2,2,0,0,0,0,0,40
com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseComponent,class,0.909735654416506,91864,0.866445611126462,79659,0.043290043290044,1.15321558141578,9,22,1,0,16,19,11,11,3,5,0,1,3,153
net.sourceforge.schemaspy.view.DefaultSqlFormatter,class,0.484762008101852,69300,0.389178558709809,85078,0.095583449392043,0.814546651308211,4,21,1,0,38,4,5,2,0,3,0,1,4,233
org.sourceforge.ifx.framework.complextype.DepAcctStmtAdviseRq_Type,class,1,10174,0.984848484848485,17795,0.015151515151515,0.57173363304299,5,10,1,1,1,21,10,10,0,5,1,0,0,116
net.sf.xbus.technical.mail.POP3XMLReceiver,class,0.355987702945977,75699,0.310389970724005,81980,0.045597732221972,0.923383752134667,18,58,1,1,62,96,17,8,0,12,0,0,15,579
fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtu,class,0.8125,72953,0.623412698412699,69738,0.189087301587301,1.04610112133987,2,2,1,0,4,0,1,1,0,3,0,1,0,31
org.heal.servlet.tagcloud.ShowTopTagsAction,class,0.651785714285714,69768,0.651785714285714,69422,0,1.0049840108323,8,3,1,0,7,1,2,2,0,0,0,0,0,33
com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias,class,0.935947204968944,92014,0.849584935423445,83974,0.086362269545499,1.09574392073737,7,27,1,0,13,70,17,17,3,8,0,1,0,237
org.javathena.data.ATHENA_SERVER,enum,0.8,68135,0.1,63572,0.7,1.07177688290442,0,2,1,0,0,0,2,0,0,2,0,0,0,50
com.sap.engine.services.dc.wsgate.DeployWSPortTypeProxy,class,0.188055555555556,77977,0.300888888888889,93141,-0.112833333333333,0.837193072868017,6,25,1,0,11,0,13,12,0,2,0,0,0,82
org.dom4j.io.DocumentResult,class,0.921875,75561,0.886160714285714,19717,0.035714285714286,3.83227671552467,4,7,2,0,3,0,5,5,0,1,0,0,0,89
net.sourceforge.ext4j.log.log4j.ExtrasPatternLayout,class,0.9375,71237,0.928571428571429,12870,0.008928571428571,5.53512043512044,3,3,2,0,0,3,3,2,0,0,0,0,0,23
de.huxhorn.lilith.swing.table.renderer.MessageRenderer,class,0.73420805598225,90020,0.645696791261307,129975,0.088511264720943,0.692594729755722,6,18,1,0,18,0,2,2,0,1,0,0,1,109
com.tivo.jipviewer.JipFrame,class,0.958563311688311,70295,0.907575757575758,68981,0.050987554112553,1.01904872356156,2,14,1,0,5,12,9,0,0,7,0,0,0,98
org.sourceforge.ifx.framework.complextype.MediaCashInfo_Type,class,1,11709,0.983333333333333,6397,0.016666666666667,1.83038924495857,5,10,1,1,1,21,10,10,0,5,1,0,0,116
org.sourceforge.ifx.framework.complextype.DepAppSyncRq_Type,class,1,15297,0.952380952380952,15288,0.047619047619048,1.00058869701727,7,14,1,1,1,55,14,14,0,7,1,0,0,152
net.sourceforge.schemaspy.util.ResourceWriter,class,0.858088235294118,67702,0.712254901960784,64292,0.145833333333334,1.05303925838362,2,5,1,1,8,3,3,2,1,1,0,1,0,53
net.virtualinfinity.atrobots.computer.JumpWhenZeroInstruction,class,0.9375,79513,0.666666666666667,13753,0.270833333333333,5.78150221769796,2,2,3,0,1,1,2,0,0,0,0,0,0,12
org.quickserver.util.xmlreader.Secure,class,0.959180534395875,76573,0.953349182166714,46163,0.005831352229161,1.65875268071832,1,24,1,0,12,90,16,16,0,6,0,0,0,195
com.tivo.jipviewer.MethodRow,class,1,20222,0.91547619047619,14176,0.08452380952381,1.42649548532731,2,11,1,0,5,23,10,0,0,5,0,0,1,68
net.virtualinfinity.atrobots.computer.SignedBitShiftRightInstruction,class,1,24156,1,17711,0,1.36389814239738,1,2,3,0,0,1,2,1,0,0,0,0,0,12
umd.cs.shop.JSListOperators,class,0.9375,71295,0.642857142857143,8871,0.294642857142857,8.03686168413933,1,3,4,0,3,1,2,1,0,1,0,0,0,20
macaw.io.ImportValueLabels,class,0.744222714954422,72520,0.707683102805054,70892,0.036539612149368,1.02296450939457,1,15,1,0,21,13,6,3,0,1,0,0,0,154
org.sourceforge.ifx.framework.complextype.CustSvcRec_Type,class,1,13056,0.979166666666667,12435,0.020833333333333,1.04993968636912,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.sourceforge.ifx.framework.element.CryptType,class,1,6278,0.916666666666667,1549,0.083333333333333,4.05293737895416,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevSiuAudibleAlarm,class,1,6527,0.916666666666667,1459,0.083333333333333,4.47361206305689,1,2,4,0,1,1,2,2,0,0,0,0,0,40
com.sap.managementconsole.soap.axis.sapcontrol.J2EEProcess2,class,0.828953509924848,147710,0.83910072167579,116187,-0.010147211750942,1.27131262533674,8,53,1,0,25,500,37,37,3,18,0,1,0,536
org.sourceforge.ifx.framework.complextype.IntRateMsgRqInfo_Type,class,1,9867,0.958333333333333,4138,0.041666666666667,2.38448525857902,2,4,1,1,1,0,4,4,0,2,1,0,0,62
net.sf.jniinchi.JniInchiInput,class,1,17014,0.91156462585034,7408,0.08843537414966,2.29670626349892,1,7,2,0,3,3,6,6,0,1,0,0,2,76
org.sourceforge.ifx.framework.complextype.BankSvcChkSumRec_Type,class,1,14608,0.958333333333333,10392,0.041666666666667,1.40569668976136,4,8,1,1,1,10,8,8,0,4,1,0,0,98
de.huxhorn.lilith.swing.preferences.SourceFilteringPanel,class,0.38231658692185,75369,0.134755449229133,111891,0.247561137692717,0.673593050379387,8,34,8,0,32,22,12,11,0,13,0,0,1,262
org.exolab.jms.tools.migration.proxy.VersionInfo,class,0.629464285714286,97063,0.566964285714286,93106,0.0625,1.04249994629777,1,7,1,0,5,0,7,7,0,4,0,0,2,136
org.sourceforge.ifx.framework.complextype.PmtBatchCanRs_Type,class,1,9983,0.977272727272727,71981,0.022727272727273,0.138689376363207,11,22,1,1,1,171,22,22,0,11,1,0,0,224
org.javathena.data.MySQLDBManagement,class,0.730377525252525,81571,0.639468434343434,83671,0.090909090909091,0.974901698318414,2,12,1,0,8,55,11,11,0,0,0,0,8,102
org.sourceforge.ifx.framework.element.CardPrefInqRs,class,1,6838,0.916666666666667,2778,0.083333333333333,2.46148308135349,1,2,2,0,1,1,2,2,0,0,0,0,0,40
com.allenstudio.ir.event.NoteListEvent,class,1,7600,1,7431,0,1.0227425649307,0,2,1,0,0,0,2,2,0,1,0,0,0,38
visu.handball.moves.model.animation.CurveIterator,class,0.889077919308246,249405,0.83343990951789,223535,0.055638009790356,1.11573131724338,3,14,1,0,15,17,10,6,0,6,0,2,2,98
org.exolab.jms.tools.migration.proxy.ObjectMessageHandler,class,0.946428571428571,118002,0.731632653061224,107839,0.214795918367347,1.09424234275169,7,7,2,0,5,10,5,1,0,0,0,0,0,119
org.heal.servlet.AddToDownloadAction,class,0.925,89433,0.447916666666667,67239,0.477083333333333,1.33007629500736,5,6,1,0,6,1,2,2,0,1,0,1,0,29
org.exolab.jms.tools.migration.Importer,class,0.422777569392348,94785,0.350740462893501,80550,0.072037106498847,1.17672253258845,22,17,1,0,36,13,6,3,2,3,0,0,6,261
net.sf.xbus.technical.file.FileLineReader,class,0.177309782608696,71224,0.354619565217391,65368,-0.177309782608695,1.0895851181006,4,9,3,0,8,4,4,4,0,1,0,0,3,90
org.sourceforge.ifx.framework.complextype.BankAcctTrnImgRec_Type,class,1,25363,0.935185185185185,73381,0.064814814814815,0.345634428530546,9,18,1,1,1,105,18,18,0,9,1,0,0,188
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasBeanInfo,class,0.866666666666667,78120,0.847619047619048,72586,0.019047619047619,1.07624059736037,2,2,2,0,0,0,1,1,0,0,0,0,0,75
gui.GUIState,class,0.964460784313726,117971,0.900560224089636,13942,0.06390056022409,8.46155501362789,1,6,2,1,4,0,3,3,0,1,0,0,0,50
org.jcvi.jillion.internal.fasta.AbstractLargeFastaFileDataStore,class,0.19464105156724,65949,0.127738456353219,64191,0.066902595214021,1.02738701687152,14,21,1,3,15,34,10,7,0,5,0,0,5,143
Newzgrabber.DirectoryChooser,class,0.776041666666667,81300,0.886904761904762,76593,-0.110863095238095,1.06145470212683,0,3,5,0,7,3,3,3,0,0,0,0,0,24
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchableAdapterDelegate,class,0,95788,0.366830065359477,98146,-0.366830065359477,0.97597456849999,11,10,2,0,15,0,1,1,0,0,0,0,1,58
lotus.core.stack.StackObject,class,0.895833333333333,65665,0.770833333333333,4232,0.125,15.5163043478261,3,3,1,4,1,1,2,2,0,0,0,0,0,14
org.sourceforge.ifx.framework.complextype.BSPReferTo_Type,class,1,13510,0.972222222222222,7676,0.027777777777778,1.76003126628452,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.element.ChksumSyncRs,class,1,3722,0.916666666666667,2706,0.083333333333333,1.37546193643755,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.CustDelRs,class,1,3761,0.916666666666667,2627,0.083333333333333,1.43167110772745,1,2,2,0,1,1,2,2,0,0,0,0,0,40
