TARGET_CLASS,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,Project,Package,Class,INT-INT,INT-FLOAT,FLOAT-FLOAT,BOOL-BOOL,REF-REF,REF-NULL,VARVAR,VAREXP,VARMETHOD,VARCONST,VARARRAY,EXPEXP,EXPMETHOD,EXPCONST,EXPARRAY,METHODMETHOD,METHODCONST,METHODARRAY,CONSTCONST,CONSTARRAY,ARRAYARRAY,NLp,NNLp,Nodes,Edges,CompCicl,NPths,PS,NCtr,NEl,NCtt,NVar,NEx,NMC,NIC,NIntC,NEC,NInt,NFlt,NNull,NArr,NStr,NObj,NLExp,UPC,Args,Lob,CLASS
gui.ModuleBrowserDialog,0.277777777777778,82028,0.37037037037037,69335,-0.092592592592592,12693,/home/gramos/USP/MSI/27_gangup,gui,ModuleBrowserDialog,0,0,0,2.798701,0,0,0,0.5,0,1.857143,0,0,0,1.5,0,0,3.584416,0,0,0,0,2,0,31,53,30,31,20.262986,9.006493,60.058441,20.168831,13.227273,1.564935,25.097403,1.5,0.571429,23.025973,23.097403,0,0.285714,8.012987,5.357143,29.811687,0,1,3,270,RANDOM
mygrid.JobProcessor,0.140333850931677,67952,0.081780538302278,85639,0.058553312629399,-17687,/home/gramos/USP/MSI/59_mygrid,mygrid,JobProcessor,0,0,0,0.666667,0,0,0,0.666667,0.666667,2,0,0,0,0,0,0,0.666667,0,0,0,0,2,0,12,12,6,6,8.666667,4,23.333334,5.333333,8,0,10,0,9.333333,0.666667,8.666667,0,0,1.333333,3.333333,14.666666,0,0,3,93,GA
net.sourceforge.schemaspy.ui.DbTypeSelectorModel,0.732738095238095,68776,0.508630952380952,79459,0.224107142857143,-10683,/home/gramos/USP/MSI/36_schemaspy,net.sourceforge.schemaspy.ui,DbTypeSelectorModel,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,1,0,9,12,5,5,6,3.2,17.6,3.6,0.8,0,13.2,1,3.6,8.6,4.4,0,1,0.8,0,11.8,0,0,0,66,GA
com.browsersoft.openhre.hl7.impl.config.HL7DataTypeMapImpl,0.952917771883289,65802,0.913654951370469,6186,0.03926282051282,59616,/home/gramos/USP/MSI/75_openhre,com.browsersoft.openhre.hl7.impl.config,HL7DataTypeMapImpl,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,14,13,8,8,12.5,5,21,6,8.5,0,6.5,1.5,0,5,11,0,0,2,3,10,0,0,2,106,GA
net.sf.xbus.technical.as400.AS400FileSender,0.161869600160739,70782,0.073739200321479,65867,0.08813039983926,4915,/home/gramos/USP/MSI/83_xbus,net.sf.xbus.technical.as400,AS400FileSender,0,0,0,4.345238,0,0,0,0,0,1,0,0,0,0,0,0,4.345238,0,0,0,0,1,0,25,33,22,21,16.821428,7.892857,33.309524,12.666667,9.119048,2.547619,8.97619,0,2.25,6.72619,8.690476,0,1,12.476191,0,13.75,0,1,7,223,GA
org.petsoar.actions.inventory.InventorySavePet,0.882280058651026,89761,0.844780058651026,104220,0.0375,-14459,/home/gramos/USP/MSI/37_petsoar,org.petsoar.actions.inventory,InventorySavePet,0,0,0,3.3,0,0,0,0,0,2.3,0,0,0,0,0,0,1.8,0,1,0,0,0,0,16,23,10,10,7.5,5.1,11.4,6.1,3.1,0,2.2,1,0.8,0.4,9.599999,0,0.3,0,0,1.5,0,1,0,97,GA
osa.ora.server.utils.StringEncrypter,0.984375,69046,0.964285714285714,6404,0.020089285714286,62642,/home/gramos/USP/MSI/73_fim1,osa.ora.server.utils,StringEncrypter,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,8,8,9.333333,3.666667,5.666667,2,2,1.666667,0,0,0,0,0,0,2,2,0,2,0,0,2,142,GA
mygrid.web._Fail,0.889578956582633,68799,0.845743297318928,82632,0.043835659263705,-13833,/home/gramos/USP/MSI/59_mygrid,mygrid.web,_Fail,0,0,0,2.2,1,2.5,1,0,0,3.5,0,0,0,0,0,0,2.066667,0,0,0,0,0,0,23,27,13,13,9.6,6.566667,15.933333,6.566667,7.1,0,2.266667,0.666667,0.6,0,4.4,0,3.366667,0,0,7.166667,0,1,0,79,GA
de.huxhorn.lilith.elementprocessors.LoggingEventThreadNameProcessor,0.987903225806452,75139,0.983870967741936,78052,0.004032258064516,-2913,/home/gramos/USP/MSI/43_lilith,de.huxhorn.lilith.elementprocessors,LoggingEventThreadNameProcessor,0,0,0,1.933333,0,2,0,0,0,2,0,0,0,0,0,0,6.633333,0,0.8,0,0,1,0,30,37,16,16,13.2,9.433333,35.099998,10.233333,9.166667,0,15.7,0,7.466666,8.233333,7.266667,0,5.8,0,0,22.033333,0,0,1,93,GA
org.heal.servlet.userreview.SubmitUserReviewAction,0.509761072261072,67246,0.509761072261072,70136,0,-2890,/home/gramos/USP/MSI/96_heal,org.heal.servlet.userreview,SubmitUserReviewAction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,12,5,5,5.8,1.6,4.6,2,1,0.6,1,0,0,1,0,0,1,1,0,2,0,0,0,168,RANDOM
org.petsoar.persistence.hibernate.HibernatePersistenceManager,0.700546664289058,82897,0.629714922501434,93639,0.070831741787624,-10742,/home/gramos/USP/MSI/37_petsoar,org.petsoar.persistence.hibernate,HibernatePersistenceManager,0,0,0,0,0,0,0,0.333333,0,3.716667,0,0,0,0,0,0,0,0,0,0,0,1,0,46,48,35,34,25.625,12.475,17.858333,4.383333,5.05,8.425,0,0,0,0,2.333333,0,3.05,0.8,0,0.8,0,0,10,212,GA
net.sf.xbus.protocol.java.JavaTransformer,0.328804347826087,70569,0.126086956521739,67078,0.202717391304348,3491,/home/gramos/USP/MSI/83_xbus,net.sf.xbus.protocol.java,JavaTransformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,4,4,5,2,18,6,6,0,6,2,4,0,0,0,2,4,0,12,0,0,6,52,GA
net.sourceforge.squirrel_sql.client.gui.db.JTreeAliasesListImpl,0.173193380161771,86051,0.077109408258834,72753,0.096083971902937,13298,net.sourceforge.squirrel_sql.client.gui.db.JTreeAliasesListImpl,0.173193380161771,86051,0.077109408258834,72753,0.096083971902937,1.18278284057015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
fr.unice.gfarce.identity.Formation,0.969551282051282,87105,0.910531135531136,73220,0.059020146520146,13885,/home/gramos/USP/MSI/8_gfarcegestionfa,fr.unice.gfarce.identity,Formation,0,0,0,2.25,0,0,0,0.75,0,1,0,0,0,0,0,0,2.25,0,0,0,0,1,0,11,13,6,6,9,4,27.75,6,11,0,10.75,0,0,10.75,13,0,0,0,3,14.75,0,1,1,54,GA
org.petsoar.persistence.hibernate.DefaultHibernateSessionFactory,0.445046439628483,79403,0.343210968597965,106230,0.101835471030518,-26827,/home/gramos/USP/MSI/37_petsoar,org.petsoar.persistence.hibernate,DefaultHibernateSessionFactory,0,0,0,2.5,0,3,0,0,0,3,0,0,0,0,0,0,3.5,0,0,0,0,0,0,22,25,16,16,15,8.5,18.5,7.5,5.5,2,3.5,0,0,3.5,5,0,4,1,0,6.5,0,0,1,98,GA
gui.GroupPanel,0.30344512195122,90428,0.106890243902439,69842,0.196554878048781,20586,/home/gramos/USP/MSI/27_gangup,gui,GroupPanel,0,0,0,3.111111,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,20,8,9,6.888889,5,21.11111,7,8,0,6.111111,0,3.666667,0.444444,8.444445,0,0.777778,0,0,9.888889,0,1,0,105,GA
org.jcvi.jillion.internal.trace.chromat.scf.section.Version2BasesSectionCodec,0.589646464646465,81851,0.511183261183261,72227,0.078463203463204,9624,org.jcvi.jillion.internal.trace.chromat.scf.section.Version2BasesSectionCodec,0.589646464646465,81851,0.511183261183261,72227,0.078463203463204,1.1332465698423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
net.virtualinfinity.atrobots.gui.TestAccel,0.753478188239786,81612,0.605367824869543,159832,0.148110363370243,-78220,/home/gramos/USP/MSI/86_at-robots2-j,net.virtualinfinity.atrobots.gui,TestAccel,0,0,0,0,0,0,0.666667,0,0,0,0,0,1.666667,0,0,0,0,0,0,0,0,1,0,6,7,3,3,5.333334,2.333333,7,1.666667,2,0,3.333333,0,0,3.333333,6.333334,0,0,0,0,0,0,0,1,61,GA
org.jcvi.jillion.core.qual.DefaultQualitySymbolCodec,0.9375,73892,0.809523809523809,5781,0.127976190476191,68111,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.core.qual,DefaultQualitySymbolCodec,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,6,1.5,1.5,0,3,0,0,3,3,0,0,0,0,3,0,1,2,23,GA
org.jcvi.jillion.internal.assembly.util.DefaultSlice,0.928013749636733,78650,0.885471935068709,70563,0.042541814568024,8087,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.internal.assembly.util,DefaultSlice,0,0,0,3.833333,1,0.875,1,0.333333,0,1.875,0,0,0,0,0,0,4.833333,0,0,0,0,3,1,26,27,13,13,15.333334,8.041667,29.083334,8.125,10.958334,0,10,2,0,7.25,12,0,1.875,1,0,13.125,0,2,3,108,GA
de.huxhorn.lilith.swing.preferences.SourceFilteringPanel,0.38231658692185,75369,0.134755449229133,111891,0.247561137692717,-36522,de.huxhorn.lilith.swing.preferences.SourceFilteringPanel,0.38231658692185,75369,0.134755449229133,111891,0.247561137692717,0.673593050379387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
Newzgrabber.BatchJob,0.994565217391304,74930,0.983584738243123,79660,0.010980479148181,-4730,/home/gramos/USP/MSI/99_newzgrabber,Newzgrabber,BatchJob,0,0,0,1.333333,0,0,0,0,0,0.666667,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,7,11,6,6,4.333334,2,4.666666,1.333333,1.333333,0.666667,1.333333,0,0,1.333333,2.666667,0,0,0.666667,0,1.333333,0,0,1,37,GA
org.heal.module.oai.heal.HEALXMLHelper,0.668663785263682,111884,0.589960081559978,78000,0.078703703703704,33884,/home/gramos/USP/MSI/96_heal,org.heal.module.oai.heal,HEALXMLHelper,0,0,0,0,0,0,0,0,0,4.5,0,0,1.142857,0,0,0,3.988095,0,0.571429,0,0,1,0,29,33,18,18,18.214286,10.202381,34.523809,14.630953,11.488096,0,8.404762,0,0,8.404762,12.404762,0,5.5,13.202381,0,14.619048,0,0,16,294,GA
org.jcvi.jillion.internal.core.io.RandomAccessFileInputStream,0.973731884057971,72121,0.816470718722271,70667,0.1572611653357,1454,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.internal.core.io,RandomAccessFileInputStream,0,0,0,1,0,1.75,0,0,1.166667,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,11,11,11.166667,5.916667,13,4.75,7.083333,0,1.166667,0,0,1.166667,8.333333,0,1.75,0,0,2.916667,0,1,3,122,GA
org.heal.module.search.MerlotWS.SimpleMerlotSearch,0.157862407862408,68928,0.043816543816544,66171,0.114045864045864,2757,/home/gramos/USP/MSI/96_heal,org.heal.module.search.MerlotWS,SimpleMerlotSearch,0,0,0,0,0,0.366667,0,0,0.933333,0.533333,0,0,0,0,0,0,0.966667,0,0,0.366667,0,1,0,17,44,30,30,7.466667,3.733333,21.4,8.1,4.833334,0.933333,7.533333,0,7.533333,0,8.6,0,1.333333,3.4,1.3,8.833334,0,0,0,133,GA
org.heal.servlet.cataloger.ModifyMetadataAction,0.620049857549857,75272,0.399893162393162,71027,0.220156695156695,4245,/home/gramos/USP/MSI/96_heal,org.heal.servlet.cataloger,ModifyMetadataAction,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,6,6,4,4,3.25,2.25,9.75,3.5,2.75,0,3.5,0,1,2.5,3,0,0.75,1.25,0,4.75,0,0,0,49,GA
wheel.components.Any,0.761309523809524,73509,0.491156462585034,77029,0.27015306122449,-3520,/home/gramos/USP/MSI/80_wheelwebtool,wheel.components,Any,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,2,3,1,4,2,0,0,2,1,0,1,2,0,0,1,0,1,0,0,0,14,GA
com.jstevh.tools.StringList,0.960526315789473,68541,0.78453947368421,12194,0.175986842105263,56347,/home/gramos/USP/MSI/91_classviewer,com.jstevh.tools,StringList,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,4,4,8,3,13,4,6,0,3,0,0,3,7,0,0,0,3,6,0,0,0,56,GA
org.heal.module.oai.heal.HEALProviderConfig,0.94621839581517,91838,0.87730343980344,79860,0.06891495601173,11978,/home/gramos/USP/MSI/96_heal,org.heal.module.oai.heal,HEALProviderConfig,0,0,0,0,0,0,0,0.076923,0,8.076923,0,0,0,0,0,0,0.461538,0,0,0,0,1,0,29,39,15,15,16,9.692307,19.923077,8.692307,9.692307,1.076923,0.461538,0,0.461538,0,2.230769,0,7.538462,7.538462,0,8,0,0,2,189,GA
mindbright.ssh.SSHSCPPanel,0.331435421912664,74699,0.27383173527672,74725,0.057603686635944,-26,mindbright.ssh.SSHSCPPanel,0.331435421912664,74699,0.27383173527672,74725,0.057603686635944,0.999652057544329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
org.dom4j.io.SAXHelper,0.648543390248196,69436,0.628806548142933,70216,0.019736842105263,-780,/home/gramos/USP/MSI/62_dom4j,org.dom4j.io,SAXHelper,0,0,0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,2.833333,0,2.166667,0,0,0,0,33,39,22,22,18.666667,9.833333,18.833333,10.333333,1.333333,3.833333,3.333333,0,1.333333,2,5.666667,0,5.666667,1.833333,0,1.833333,0,1,6,113,GA
de.huxhorn.lilith.debug.LogThrowableRunnable,0.838286713286713,82815,0.784382284382284,70855,0.053904428904429,11960,/home/gramos/USP/MSI/43_lilith,de.huxhorn.lilith.debug,LogThrowableRunnable,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,15,6,6,6.833334,5,15,5,5,0,5,0,0,5,10,0,0,0,0,5,0,0,0,66,GA
net.sourceforge.ext4j.taglib.tag.repeater.HeaderTemplateTag,0.781746031746032,69239,0.781746031746032,73585,0,-4346,/home/gramos/USP/MSI/71_ext4j,net.sourceforge.ext4j.taglib.tag.repeater,HeaderTemplateTag,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,7,6,4,4,3.25,2.25,8.25,3.25,0,0,5,2.25,0,1.75,3,0,0.75,0,0,3.5,0,0,0,29,RANDOM
org.dom4j.io.DOMReader,0.256934500773994,87445,0.273096804511278,81183,-0.016162303737284,6262,/home/gramos/USP/MSI/62_dom4j,org.dom4j.io,DOMReader,0,0,0,3.48951,0,0,0,0,0,0,0,0,0.69697,0,0,1.090909,12.030303,0,0,0,0,5,3,54,73,31,31,24.325174,13.818182,53.822844,18.277389,15.909091,0,19.636364,0,3.181818,14.146853,23.752913,0,3.608392,1.363636,0,23.79021,0,1,7,347,RANDOM
org.heal.servlet.RegistrationAction,0.365734073195527,74075,0.365734073195527,69910,0,4165,/home/gramos/USP/MSI/96_heal,org.heal.servlet,RegistrationAction,0,0,0,8.847458,0,0,0,0.177966,0,0.559322,0,0,0,0,0,0,17.38983,0,0.737288,0,0,9,0,173,288,118,118,25.771187,19.033897,94.79661,46.11017,18.067797,0.169492,30.449152,0,0.516949,29.932203,22.449154,0,7.81356,26.898306,4.949153,37.466103,0,1,0,1065,RANDOM
nu.staldal.lagoon.TextAreaWriter,0.764923007246377,81551,0.588496376811594,83827,0.176426630434783,-2276,/home/gramos/USP/MSI/52_lagoon,nu.staldal.lagoon,TextAreaWriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,6,2,2,0,2,0,0,2,4,0,0,2,0,3,0,0,0,38,GA
org.jcvi.jillion.internal.fasta.qual.QualitySequenceFastaDataStoreIteratorImpl,0.351851851851852,96931,0.402116402116402,75535,-0.05026455026455,21396,org.jcvi.jillion.internal.fasta.qual.QualitySequenceFastaDataStoreIteratorImpl,0.351851851851852,96931,0.402116402116402,75535,-0.05026455026455,1.28325941616469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANDOM
macaw.persistenceLayer.demo.InMemoryListChoiceManager,0.589719574803118,96234,0.6001749413089,105651,-0.010455366505782,-9417,/home/gramos/USP/MSI/69_lhamacaw,macaw.persistenceLayer.demo,InMemoryListChoiceManager,0,0,0,64.583333,0,2.15,0,0,0,2.15,0,0,3.2,0,0,2,72.583333,0,0,0,0,36,8,230,255,113,113,164.85,79.933333,395.899999,77.933333,112.95,0,205.016665,8.8,28.333334,167.883333,160.766665,0,3.15,3.75,0,231.983333,0,8,58,1770,RANDOM
org.dom4j.tree.CloneHelper,0.647321428571429,68212,0.596938775510204,66218,0.050382653061225,1994,/home/gramos/USP/MSI/62_dom4j,org.dom4j.tree,CloneHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,25,GA
macaw.persistenceLayer.production.SetupCurationDatabase,0.370422400047245,97322,0.504972538829504,79074,-0.134550138782259,18248,/home/gramos/USP/MSI/69_lhamacaw,macaw.persistenceLayer.production,SetupCurationDatabase,0,0,0,1.875,0,0,0,0,0,1.366667,0,0,0,0,0,0,4.366667,0,0.133333,0,0,0,0,72,120,74,71,38.025,14.033333,31.125,8.625,4.241667,8.166667,10.091667,1,4.583333,4.508333,5,0,4.125,4.575,0,11.833334,0,1,3,562,RANDOM
org.heal.servlet.ListIMSXMLAction,0.484203296703297,76329,0.31753663003663,67287,0.166666666666667,9042,/home/gramos/USP/MSI/96_heal,org.heal.servlet,ListIMSXMLAction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181818,0,0,0,0,0,0,8,17,11,11,5,1.909091,5.818182,2.363636,1.181818,0.727273,1.545454,0,0,1.545454,0.727273,0,0.818182,1.181818,0,2.363636,0,0,0,32,GA
net.virtualinfinity.atrobots.measures.Temperature,0.979166666666667,69262,0.883607079195314,70201,0.095559587471353,-939,/home/gramos/USP/MSI/86_at-robots2-j,net.virtualinfinity.atrobots.measures,Temperature,0,0,1,0,1,0.8,1,0,0,1.8,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,12,12,7,7,6.8,3.8,9.4,2.2,5.6,0,1.6,0.6,0,1,0.8,2.8,0.8,0,0,5,0,0,1,45,GA
net.sf.xbus.base.xml.IteratedWhitespaceInElementDeletion,0.973717948717949,87109,0.934065934065934,41947,0.039652014652015,45162,/home/gramos/USP/MSI/83_xbus,net.sf.xbus.base.xml,IteratedWhitespaceInElementDeletion,0,0,0,0.875,0,0,0,0,0,0,0,0,0.625,0,0,0,4.5,0,0,0,0,2,1,13,19,8,8,8.375,5.125,20.625,6.875,4.25,0,9.5,0,0,9.5,11,0,0.5,0,0,9.125,0,0,0,57,GA
de.huxhorn.lilith.swing.ViewActions,0.00926716544234,152306,0.010785886695765,108917,-0.001518721253425,43389,de.huxhorn.lilith.swing.ViewActions,0.00926716544234,152306,0.010785886695765,108917,-0.001518721253425,1.39836756429208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANDOM
simulator.SA.gui.SimulationParametersFrame,0.621216290588883,74515,0.593946064942212,72241,0.027270225646671,2274,simulator.SA.gui.SimulationParametersFrame,0.621216290588883,74515,0.593946064942212,72241,0.027270225646671,1.03147796957406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.TabHandle,0.817114400584795,111707,0.698078529657477,87582,0.119035870927318,24125,/home/gramos/USP/MSI/102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop,TabHandle,0,0,0,1.8,0,0,1,2.9,0,6.6,0,0,0,0,0,0,0,0,0,0,0,6,0,30,32,15,15,25.6,10.5,58.700001,12.4,28.9,0,17.4,0,0,17.4,32.6,0,0,0,8.7,26.1,0,0,4,223,GA
org.character.data.map.XMLMapPersistence,0.888095238095238,96455,0.738095238095238,88542,0.15,7913,/home/gramos/USP/MSI/81_javathena,org.character.data.map,XMLMapPersistence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,9,1.5,1.5,0,6,0,0,6,0,0,1.5,1.5,0,7.5,0,1,0,51,GA
fr.unice.gfarce.connect.SetConfigPersistance,0.432171994671995,65726,0.242895992895993,66859,0.189276001776002,-1133,/home/gramos/USP/MSI/8_gfarcegestionfa,fr.unice.gfarce.connect,SetConfigPersistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,GA
org.dom4j.tree.AbstractComment,0.904532967032967,88450,0.890894819466248,47380,0.013638147566719,41070,/home/gramos/USP/MSI/62_dom4j,org.dom4j.tree,AbstractComment,0,0,0,0,0,0,0,0,1.333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,12,6,6,7.333333,3.333333,6.666667,2,1.333333,0,3.333333,3.333333,0,0,0,0,2,0,0,4.666667,0,0,2,42,GA
Menu,0.269987926412507,74439,0.048475965375407,80005,0.2215119610371,-5566,Menu,0.269987926412507,74439,0.048475965375407,80005,0.2215119610371,0.93042934816574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
org.exolab.jms.tools.db.SchemaConverterFactory,0.975,115654,0.79047619047619,102484,0.18452380952381,13170,/home/gramos/USP/MSI/66_openjms,org.exolab.jms.tools.db,SchemaConverterFactory,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,7,10,5,5,4.2,2.8,11.2,5.6,2.8,0,2.8,0,0,2.8,5.6,0,0,5.6,0,2.8,0,1,0,30,GA
mygrid.web._FailResponse,0.799985697940503,65535,0.771412226217718,74970,0.028573471722785,-9435,/home/gramos/USP/MSI/59_mygrid,mygrid.web,_FailResponse,0,0,0,2,1,1.333333,1,0,0,2.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,15,14,8,8,6.666666,4.333333,10.666667,4.333333,5.333334,0,1,0,0,0,4,0,1.333333,0,0,4.333334,0,0,0,53,GA
jahuwaldt.plot.PlotPanel,0.985074626865672,78045,0.974413646055437,94448,0.010660980810235,-16403,/home/gramos/USP/MSI/29_apbsmem,jahuwaldt.plot,PlotPanel,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,44,GA
net.sourceforge.squirrel_sql.client.gui.session.ObjectTreeInternalFrame,0.147857142857143,76525,0.295714285714286,76293,-0.147857142857143,232,net.sourceforge.squirrel_sql.client.gui.session.ObjectTreeInternalFrame,0.147857142857143,76525,0.295714285714286,76293,-0.147857142857143,1.00304090807807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANDOM
org.dom4j.swing.BranchTreeNode,0.878449328449328,156206,0.824191086691087,134815,0.054258241758241,21391,/home/gramos/USP/MSI/62_dom4j,org.dom4j.swing,BranchTreeNode,0,0,0,1.8,0,1,0,0,0,1,0,0,0.8,0,0,0,4.8,0,0,0,0,1,0,20,22,11,11,14.7,6.6,25.8,11,2,0,12.8,4.6,5.6,0.8,12.6,0,1.6,0,0,9.8,0,0,1,80,GA
org.jcvi.jillion.internal.trace.chromat.scf.header.DefaultSCFHeaderCodec,0.497203801945181,77110,0.225192623468486,65645,0.272011178476695,11465,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.internal.trace.chromat.scf.header,DefaultSCFHeaderCodec,0,0,0,0.666667,0,1,0,0,2,1,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,15,12,9,9,8,4.333333,14.666666,6.333333,5,0.666667,2.666667,0,0.666667,2,10,0,1,0,0,3,0,0,3,97,GA
org.asphodel.index.DefaultIndexEngine,0.335748792270531,72048,0.314975845410628,68338,0.020772946859903,3710,/home/gramos/USP/MSI/42_asphodel,org.asphodel.index,DefaultIndexEngine,0,0,0,1.5,0,0,0,0.25,0,2,0,0,0,0,0,0,3.5,0,0,1,0,2,0,28,35,19,17,17.125,7.875,26.875,9.25,8,1.125,8.5,1,2,5.5,7.5,0,4,5.25,0,13.75,0,1,3,211,GA
com.sap.engine.services.dc.wsgate.Deploy,0.92408873525622,125235,0.885272945782535,102470,0.038815789473685,22765,/home/gramos/USP/MSI/101_netweaver,com.sap.engine.services.dc.wsgate,Deploy,0,0,0,2.685714,1,1.714286,1,0,0,4.357143,0,0,0.6,0,0,0,5.528571,0,0,0,0,2,0,39,54,24,24,15.871428,11.485714,31.271429,13.085714,8.571429,0,9.614286,4.2,0.928571,3.485714,9.771429,0,6.4,0,5.128571,12.171428,0,1,0,141,GA
fr.pingtimeout.jtail.gui.action.IndexFileAction,0.614436919669478,82711,0.52725347741959,85170,0.087183442249888,-2459,fr.pingtimeout.jtail.gui.action.IndexFileAction,0.614436919669478,82711,0.52725347741959,85170,0.087183442249888,0.97112833157215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
net.sf.xbus.admin.Administrator,0.667236403240079,94262,0.524391348135222,77725,0.142845055104857,16537,/home/gramos/USP/MSI/83_xbus,net.sf.xbus.admin,Administrator,0,0,0,13.553788,0,0,0,0,0,4.111111,0,0,0,0,0,0,19.281061,0,0,0,0,8,3,97,119,63,63,53.361868,27.59697,105.029294,30.558838,13.869445,4.204798,56.396212,0,19.016667,37.379545,37.451009,0,4.666667,19.925,0.666667,51.540151,0,7,6,663,GA
module.ExampleModule,0.290625,76476,0.33125,69051,-0.040625,7425,/home/gramos/USP/MSI/27_gangup,module,ExampleModule,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,6,3,4,3.75,2.25,10.25,4,2,0.25,4,0,2,2,4,0,0,2,0,4,0,1,0,26,RANDOM
fps370.KeyUpBehavior,0.64486984448952,70282,0.441756012749928,80202,0.203113831739592,-9920,/home/gramos/USP/MSI/58_fps370,fps370,KeyUpBehavior,0,0,0,2.6,0,0,0,0.4,0,0.6,0,0,0,0,0,0,3,0,0,0,0,3,1,10,13,5,5,7.8,4,16.2,5.6,5,0,5.6,0,0,4.8,8.8,0,0,0,1.4,6.6,0,0,0,46,GA
de.paragon.explorer.figure.CompositeFigure,0.846342383107089,100997,0.719241542770954,88405,0.127100840336135,12592,/home/gramos/USP/MSI/63_objectexplorer,de.paragon.explorer.figure,CompositeFigure,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,15,15,8,8,15,6,19.5,6,3,0,10.5,3,7.5,0,12,0,0,0,0,7.5,0,4,5,61,GA
